country_a,country_b,year,total_export_A_to_B,total_import_of_A_from_B,trade_volume,bec_1_export_A_to_B,bec_2_export_A_to_B,bec_3_export_A_to_B,bec_4_export_A_to_B,bec_5_export_A_to_B,bec_6_export_A_to_B,bec_7_export_A_to_B,bec_8_export_A_to_B,bec_1_import_A_from_B,bec_2_import_A_from_B,bec_3_import_A_from_B,bec_4_import_A_from_B,bec_5_import_A_from_B,bec_6_import_A_from_B,bec_7_import_A_from_B,bec_8_import_A_from_B,scenario
MYS,AUS,2026,764929280.1276805,544640331.7183604,1309569611.846041,10075108.212304696,495780223.34422415,147428081.40241948,5338153.254662677,32029317.660653085,59293846.013966076,14380424.013791231,604126.225659169,9754839.631841108,449234578.46829796,32376107.27809459,18345889.38739189,16853.657449062186,20530640.040076613,14234229.71218919,147193.5430200353,forecast
MYS,CHN,2026,2525522060.3078327,2800875942.9925113,5326398003.300344,221159865.23512378,840311103.5516297,262780114.4684309,28508535.696499713,250920189.6987195,843487795.161215,67226994.18368717,11127462.312526554,37372778.93903301,286287146.32710433,1163652465.0274103,78866713.64920689,359794593.5515597,536225215.85053414,191597302.88027552,147079726.7673874,forecast
MYS,FRA,2026,77162066.95228373,68322843.58686122,145484910.53914493,13778933.207566893,2000126.3189574466,21877152.03810726,3176471.3627478722,1802417.819388632,18846821.41207207,15649365.992231736,30778.801211825943,1113306.9319969015,5843965.2599682715,10380590.553459855,99064.68112542665,11601963.183995536,34982792.43981907,4245898.835195029,55261.7013011423,forecast
MYS,DEU,2026,339312958.7588923,531910176.0904728,871223134.8493651,22493215.940521512,23730828.050219294,17012953.994359855,4184789.852365179,51135016.98034144,172528112.74988058,47810395.087299176,417646.1039052528,1099430.063739026,47644935.166715756,136065681.19031572,2397385.857736965,4514793.6416806765,308884101.962748,28892110.28351866,2411737.9240180473,forecast
MYS,HKG,2026,1533139033.97478,108130981.85728654,1641270015.8320665,25129704.4608186,38901531.869547136,169179450.26211342,232290.89524219395,111875644.50453337,1164685662.0948594,16538019.607715426,6596730.279950715,1082199.6788968244,6175841.0823960565,24073933.995163474,12542924.826869437,4706052.166382185,53574031.45501451,5696275.644370028,279723.0081940175,forecast
MYS,IND,2026,493050561.18075144,267353284.96583635,760403846.1465878,154557685.60087642,36277633.86695937,151088183.52047008,17651003.019047394,32700747.31180666,65971225.49914087,34056400.184028916,747682.1784217106,113697934.06202886,93785330.57882762,19984493.47375936,3421885.972925514,19387915.295865756,5976738.250485766,10855273.582066804,243713.7498766849,forecast
MYS,IDN,2026,814160369.7498142,1245554968.748184,2059715338.4979982,106501024.63569088,537246353.8101435,37575182.848572455,12710533.949065262,66443295.75883993,24619658.151830766,24644540.948413927,4419779.647257353,114037018.79430191,850287433.5320266,134405983.96225157,20493504.66234228,59565051.46066967,59725991.0783339,7035454.695531056,4530.56272670134,forecast
MYS,JPN,2026,981363617.2377152,844860636.9453208,1826224254.183036,4351151.154560612,199377348.47940418,282321811.73089445,18366945.974902444,12528301.504475564,370421186.4259529,93782490.29312856,214381.67439646967,50535821.89719544,415244587.0608049,47369713.76081876,8493229.90894865,141557901.90692884,143496503.5980413,15984182.945225509,22178695.86735753,forecast
MYS,KOR,2026,265668703.35818952,409854675.7082289,675523379.0664184,8855588.189535229,54907202.57366802,152533754.03100574,3743849.1411199234,36897703.555142574,4000780.5520475646,2982321.1261998,1747504.189470656,15845573.917554148,76795911.93209888,89878962.10609326,6231359.111891399,25552871.415915392,179232241.67609286,16211851.564551085,105903.98403184315,forecast
MYS,NLD,2026,322856829.185719,80018652.50999242,402875481.69571143,72819354.11547618,48210036.64936977,55872630.58930624,6639732.087841499,15612079.560359832,97999053.19939303,25296297.141009934,407645.8429625066,21740547.248454083,25566873.96486142,19316994.707897045,1243277.8318292988,5013294.940985053,1698539.9344833742,4740257.559463541,698866.3220185915,forecast
MYS,PHL,2026,179331081.9249774,86650355.97396901,265981437.8989464,12233705.445384491,49903869.3384183,72360300.50389634,2816049.5020701895,5688634.943674277,12424685.587830504,22682417.49654134,1221419.1071619494,25285904.795823585,34884832.87241932,3681736.094073097,1637964.1575644028,1445942.78799377,18811255.50638625,805993.7299279361,96726.02978065761,forecast
MYS,SGP,2026,4222312658.806968,3676825587.327233,7899138246.134201,225664422.98322225,919947443.1728954,413439021.9354928,215774209.5233154,30885569.744574208,2197386811.4508414,213247254.47551957,5967925.521106874,155705200.5185713,1440870816.806073,121766767.46878362,98148326.26483588,180156444.4500895,1643882081.7267659,3233439.6954546734,33062510.396659173,forecast
MYS,CHE,2026,49611806.58235,102256350.16290693,151868156.74525693,1694858.6488583258,3699168.074867293,5846378.819151407,26959128.933095835,1353911.0693548478,4211790.371875387,5818832.300244989,27738.364901917244,3455150.136783114,2055362.883513647,17163996.2666922,26859775.094444428,2244126.4853880475,20192967.872674484,28955349.661010213,1329621.7624007978,forecast
MYS,THA,2026,400697835.07913506,464051859.5147829,864749694.593918,94952821.15506712,99463117.2342016,152961371.78872702,18801520.615794107,18449683.835924156,14641412.361967202,630906.6233440296,797001.4641098966,76972564.27375305,88226060.50085439,46151916.54847708,19627670.848186336,102117094.71362552,130361800.86855572,188923.3970701586,405828.36426063714,forecast
MYS,ARE,2026,102351089.90702964,376849094.610913,479200184.5179426,7261264.198065715,32050300.52250493,4744984.707738603,27725880.000003006,3869294.233817565,21083094.806811817,4039169.7409820394,1577101.6971059737,11285756.393474711,27236575.869222168,69128699.41007796,171005982.81305552,22947528.41336145,56841175.835920446,18000905.78976786,402470.086032857,forecast
MYS,USA,2026,2920197508.3343353,1280388014.5213857,4200585522.855721,101042540.24431276,113056674.96704507,680607110.7957804,12663861.82416674,195626951.1473223,1727332279.5895393,84385236.53388703,5482853.232281898,18676697.21069663,81987816.86456247,283563209.301624,42189024.22426005,33570996.28669727,652601000.8961538,143859973.67006865,23939296.067322627,forecast
MYS,VNM,2026,767035305.6715497,311457607.0891144,1078492912.760664,78622174.39916173,131819347.3421117,96726965.23217982,15272024.974505128,76488225.68990901,345838936.01736826,21056478.198728498,1211153.8175854946,63121452.52537988,74684280.831974,51021902.24028211,17741973.433830358,13698160.712306947,59625593.258332774,7434882.270371385,24129361.816636976,forecast
NLD,AUS,2026,347720965.563017,229160505.3293774,576881470.8923944,88672251.39890416,61864652.00140839,43162966.00428035,7901693.549775231,43661413.56173388,21952699.573553666,70600264.75710903,9905024.71625229,82838380.0694288,112548016.68968387,4135588.3592068614,1979942.41611399,9368420.007513685,15483924.614007883,2409829.103282717,396404.0701396161,forecast
NLD,CHN,2026,1263960324.6843052,6411443854.350229,7675404179.034534,32215561.972081423,228680498.56222373,500682520.0234387,91603160.50910822,808996.229624192,289522533.57105714,117633457.29220562,2813596.524566481,354384010.1477827,20893397.339304496,349200164.2582411,435296301.37231886,906794442.7122117,3935478650.6879363,277795067.3683614,131601820.46407211,forecast
NLD,FRA,2026,5277416260.408585,916257720.6321661,6193673981.0407505,1716004938.1465974,471579254.81978273,602735724.3000758,153825058.36925516,196394605.6950125,852084807.7171965,1185264031.3224435,99527840.03822173,222346329.06098977,129325473.42202541,317426793.79060155,127708104.72246966,3433387.289838681,79000115.16776939,30296750.029828772,6720767.148642805,forecast
NLD,DEU,2026,12597863044.585443,3324492837.8518515,15922355882.437294,293202497.0316775,85370680.8588067,2496973353.2225223,1053678525.1831536,2870568661.1729364,2136823349.6555393,2404297002.0777593,1256948975.3830485,18612682.870573446,216756937.8728215,299848483.84464175,115029755.71505034,372289743.82781464,861558388.7686679,1033326350.8094333,407070494.1428485,forecast
NLD,HKG,2026,170327446.13958043,376469160.3914733,546796606.5310538,14607257.525670392,4623165.835340569,2682209.4859487023,4402256.241298914,10528199.907451509,130484835.30887398,2873779.7575881253,125742.0774082123,41358524.925831035,4442092.257166999,69656568.05220881,21136800.523690976,37485537.757091224,154660825.65914407,47198364.58052399,530446.635816214,forecast
NLD,IND,2026,310969265.8942465,2031893149.6086411,2342862415.5028877,29578597.251896184,77608557.65753573,63908066.411458865,16055981.959699502,44049272.25849524,34914436.50272552,43136932.20135888,1717421.6510766165,614642.0311921787,1616436113.473187,196483085.2295662,3703641.480214965,37834447.07574235,144739506.94762743,31953957.015321154,127756.35579025498,forecast
NLD,IDN,2026,115294324.64326067,258413587.88695952,373707912.5302202,29144977.568292867,37448707.23524111,16121549.022128828,10133665.396835864,8874438.91957025,772819.7928802846,12052699.129856586,745467.5784548895,134074942.70252307,16011414.00592218,15653039.488365514,55577716.190423064,15934822.360893317,10083217.22365454,10901361.69094023,177074.22423760983,forecast
NLD,JPN,2026,303595835.48711497,781949304.0400325,1085545139.5271475,44632773.631668694,89799162.6917162,74064020.1955269,2535785.9815622377,10495552.226544185,59189442.00640185,13840581.69182584,9038517.061869064,76728423.61695652,252630025.47902018,69211993.51863568,2169193.4489036757,50542892.18049225,179478752.50306,94132359.71892998,57055663.57403418,forecast
NLD,KOR,2026,490950231.22122544,239604882.5602198,730555113.7814453,54212116.931522384,11428026.260158852,9155990.86277757,6981351.392945878,631502.9671509023,307907203.5400117,97395970.02679032,3238069.2398678185,15847746.564529892,46531531.31901685,58565218.82686722,1037412.0670923677,74027077.45149708,35031920.17489152,8508360.638757702,55615.51756711514,forecast
NLD,MYS,2026,58542897.197875895,414161719.23920363,472704616.43707955,6749995.631471974,27674581.362125553,1658384.8023943799,1247959.8599276582,789239.9099053356,11859933.351206528,7875688.9667405635,687113.3141038932,22629607.124934025,131463239.5362563,9371464.742809374,4430761.200805093,11790840.002501462,186912067.03806564,46464253.733090445,1099485.8607412332,forecast
NLD,PHL,2026,54426996.20406531,214431511.93444407,268858508.1385094,14903222.200188326,1286981.2218600055,10311644.016037617,456872.3113065404,1626671.0313394405,14384959.152264386,11375246.070649877,81400.20041911585,4222756.85570206,6943855.225204013,17212514.431096666,271743.29676001746,2251995.3623964004,169425977.62035012,5703473.906409309,8399195.236525461,forecast
NLD,SGP,2026,238323134.7386754,493423879.3008436,731747014.039519,16937150.921446323,60482064.33184137,22283656.800393503,1816030.3469456702,30745492.64602809,2697548.407594458,100906765.99573475,2454425.288691204,36405860.57573075,12321909.85534824,71023772.87673694,3882332.2844498563,40452971.93730422,156785880.40462986,166558481.9240067,5992669.442637031,forecast
NLD,CHE,2026,504875142.3858577,515521948.89787847,1020397091.2837362,87680893.58050166,118178782.01777133,22106971.30718208,4123184.151836276,21175667.57849377,84982701.17544656,138755284.78109756,27871657.79352842,75207219.8519034,48319814.94843626,13559329.599889124,12318916.2408836,17427796.074307133,48890441.34421302,298033747.6222994,1764683.2159466173,forecast
NLD,THA,2026,55704209.869545676,230719282.33062088,286423492.2001666,8265175.598279581,6311424.793194779,16792910.67826015,2812977.075251958,8400659.763995623,8458491.451316029,2183460.266959335,2479110.2422882193,9356522.248312714,21450490.14816225,79733518.29738612,15585354.705018748,52334457.2714822,4121734.3796890057,48090352.86365579,46852.41691404683,forecast
NLD,ARE,2026,235559126.48270223,100646829.71804084,336205956.2007431,50573552.127633095,57308917.28884492,36245835.54617054,2215239.4225951754,18873659.050741185,64922692.69003354,5031739.455303243,387490.90138050524,3708381.026606627,7064665.376956045,32565121.468988363,1204991.599638052,15247935.00899955,27241570.608405657,13418486.814398134,195677.81404839165,forecast
NLD,USA,2026,3141599036.3959994,4194912785.1794376,7336511821.575438,134807162.9070896,1593294556.9881454,298085622.0341913,32959014.124792002,246920844.55134138,137299375.06355497,669607923.1056926,28624537.62119265,56326828.40271224,1012108256.459012,166139925.35305896,53320165.8765603,113851457.60864009,334418487.48929054,2033876279.0854952,424871384.90466833,forecast
NLD,VNM,2026,126804508.67385006,568921857.3922995,695726366.0661496,13805594.618668336,58502.666216721984,18267957.49457066,23952697.620332528,13921067.91311274,53685374.024206735,2443856.0449849973,669458.2917573425,158673198.68427444,16211772.465684375,1855718.1780803767,28091497.886389546,58775635.2730358,112025098.71475668,12749470.562628629,180539465.6274497,forecast
PHL,AUS,2026,26136823.127097256,283151511.1570302,309288334.2841275,1579532.353982195,17244905.170192707,3057337.114126562,222087.98947328824,1197243.878675371,864233.8766427839,739243.6480375082,1232239.0959668406,158284191.7164458,55830336.438324615,19115002.837007917,7063187.946671151,5921880.759417579,11024675.320408734,22864278.65696442,3047957.481789945,forecast
PHL,CHN,2026,782967710.4240123,3570535303.0247073,4353503013.44872,43486768.15667278,194830439.14771885,318880900.08248013,10407447.696335563,85386777.74288286,73234431.31006055,40819467.17849983,15921479.109361766,148391987.76820967,346921755.78016233,929849422.4144869,321843754.8094249,276548317.81653017,1227429985.401978,237817492.39495248,81732586.63896278,forecast
PHL,FRA,2026,36250838.13554094,82927384.40367761,119178222.53921854,603688.9519012038,1651320.1892789374,3355825.277260191,93253.2358272625,7239831.994724634,21113455.84786275,10319.018895296176,2183143.6197906635,11837442.397804217,2253106.6757644755,9391598.120932458,161374.16993598593,39287327.07247802,9396884.422873663,10523657.22534572,75994.3185430815,forecast
PHL,DEU,2026,213526076.8229951,68044523.78446645,281570600.6074616,13024425.162970444,13609095.2720663,23805150.762851924,1110579.573145041,26089954.641998168,106384333.89537242,25981609.800604347,3520927.713986449,8138883.9190578265,876490.7156182625,27425025.76129975,1847875.1755158938,9710787.501259577,17679146.84981795,1996552.4842117005,369761.3776854832,forecast
PHL,HKG,2026,471450411.7815465,259455397.2769994,730905809.0585458,8812362.11420617,6386799.634377728,98978945.98046198,28682046.895507257,5320886.203661991,323000898.7886091,133743.03449115797,134729.13023109696,1363616.9616988,392280.3089124529,20124905.307228826,37411365.82377509,5873746.024672988,191344651.1748203,2776772.132281161,168059.5436097956,forecast
PHL,IND,2026,83713871.38026756,104001522.53546453,187715393.9157321,11130146.604232037,12721005.825902162,13199820.493098866,7356839.668623078,11437985.120388232,10873080.737261929,14277897.327845927,2717095.602915334,29986749.82272846,15882837.623503197,31702388.78597689,2929662.5425075423,8451892.07467167,7361670.721424403,7256401.478949103,429919.48570326564,forecast
PHL,IDN,2026,16159377.134110581,646834697.3580225,662994074.492133,7750918.507933719,190355.65261203895,1038853.4735655473,658975.8541342722,4824161.918118574,1217534.9621767208,256256.27790428867,222320.4876654178,123086152.69900553,189768650.1059254,26799251.153204784,4835419.580381449,222856807.6122931,50480749.347283356,23747742.524936024,5259924.334992713,forecast
PHL,JPN,2026,361994750.6458928,532411320.86335516,894406071.509248,38983861.28487045,67598337.48654191,3725794.914234621,9442809.303246219,75313713.02240597,153122430.72580746,11967503.535064833,1840300.3737213311,64800969.392063364,37282186.12862928,54010767.430257216,22754786.631976318,116504989.1716823,191627470.97557935,21839155.958290085,23590995.174877275,forecast
PHL,KOR,2026,282156400.6634791,468336538.85612947,750492939.5196085,20835182.558635548,109511771.76792303,37253658.271608874,1542999.0646483114,18460022.630903263,89681288.44322686,3788151.472690038,1083326.453843192,17318128.836753957,101962303.17533444,20297849.619306635,2269060.3040935514,63295744.446920015,234600221.68854335,21707291.510791495,6885939.274386057,forecast
PHL,MYS,2026,127909255.06961258,349844799.90835464,477754054.9779672,36904066.0226605,24196231.172464825,31312439.971820008,300630.28258654097,1509589.0400944925,21621000.27637586,8064423.337488697,4000874.96612164,29813009.63439324,78691389.43358901,63391506.7603652,8415565.044755112,27012294.93145255,124071900.55735265,17914775.52463336,534358.0218136007,forecast
PHL,NLD,2026,225945122.22430706,68247556.42903791,294192678.653345,38064896.663827114,4946848.7521146415,17794282.336012866,1176260.9079949758,105052.23795557387,138574847.66412365,16738607.37372081,8544326.288557395,19908589.036814652,575201.3835434847,9286654.061302962,914077.5485390321,4024273.899839549,32514100.290685184,858450.4965089018,166209.71180415904,forecast
PHL,SGP,2026,150837701.32493845,548581090.6322789,699418791.9572173,21968197.530450337,40207084.16317647,9170070.544488182,2266606.627256215,31668944.51763829,36615294.05041765,502048.54983433353,8439455.341676956,58241780.44606373,102903969.614178,46333682.482001804,22082030.067271788,19220246.27921429,266722972.50376645,26506610.357422393,6569798.882360501,forecast
PHL,CHE,2026,24586182.626585558,14176062.432649009,38762245.05923457,3302071.457407751,1532781.4667218358,1629098.3377265332,12551288.320517927,769459.7354703164,60144.21202626487,4204725.857175921,536613.2395390093,233671.8354592501,32082.401089869873,1224805.772322411,8839315.092778731,267378.0471067189,3194504.140638541,367108.7403539342,17196.40289955132,forecast
PHL,THA,2026,141284426.9578846,451692236.1449952,592976663.1028798,18785755.087363772,24309409.67639458,17552874.439630967,377240.14409218676,64722490.482937396,12855743.501208277,2576206.8008258906,104706.82543153435,101075744.05689414,19836518.073779333,76350490.15995331,11708477.449201701,91559000.64757943,113060999.36863479,38070048.93098218,30957.457970304877,forecast
PHL,ARE,2026,7502453.436857832,82863146.84258537,90365600.2794432,2249430.8579512676,2886039.840168727,1527992.052295166,37467.88606430867,1944.5641802556302,206172.11209527307,203158.9802544166,390247.143848417,12275332.946259275,7466134.216398633,26935421.585749097,24697298.204844993,4822648.596648793,3440041.2490907367,3109084.534470344,117185.509123483,forecast
PHL,USA,2026,804244609.5777524,572065310.570551,1376309920.1483035,114334041.79361725,5620748.558966851,102262876.23730975,27591489.94928082,119208768.97668926,328673123.7703585,57462378.54865568,49091181.74287426,276701338.5358482,25108830.0937462,90459941.89497308,8137266.491984798,10691769.650279267,97184496.52707794,44568735.29339988,19212932.083241574,forecast
PHL,VNM,2026,114060227.17864916,142334979.97422817,256395207.15287733,24344857.254984714,3885162.512076258,58179823.92806655,3712831.587636696,3329518.302171103,13380830.353446616,421251.1678798028,6805952.072387426,34412784.66781519,15571215.800452044,16877846.209287014,4747641.481800791,14133397.109347295,28489427.971759483,11736002.107033653,16366664.6267327,forecast
SGP,AUS,2026,1163334609.192018,686502415.7670931,1849837024.9591112,35299955.03015279,691444541.6220598,103235545.22064514,147178257.20115715,2732910.7056550724,82808168.16273455,37232450.84007932,63402780.409534246,92211837.86468087,524310427.02370185,31025877.578016482,24100656.45397944,2041307.087110612,6456433.276830839,6120268.718330809,235607.76444202862,forecast
SGP,CHN,2026,4570942487.422745,2775917766.633433,7346860254.056177,8154338.2859706115,1381822724.098389,462943992.04379475,95855759.25747138,65828974.10012326,2012234797.6832848,488775927.12061065,55325974.833099864,105559745.58502291,526154088.5532193,183952274.2596478,273027075.81720644,275025014.44971406,994105989.3386278,290139348.2279449,127954230.4020495,forecast
SGP,FRA,2026,204459983.11242026,614951025.2576563,819411008.3700767,21199106.969431743,20391018.674979057,143034.95768253732,2296019.0423640343,80186093.59126231,31195688.132522356,47487847.97319117,1561173.7709870592,13986113.474451777,15119797.303549642,23033866.516002428,62608138.18161909,259395444.07048818,105449502.40649548,134920028.87618434,438134.42886547797,forecast
SGP,DEU,2026,400651030.31814635,745402359.1314311,1146053389.4495773,10314853.770775499,67397.33560396319,28874071.915965367,12032487.717321364,143420886.37527183,109870851.36666448,85724106.7411511,10346375.09539276,14349660.496147402,200331936.52550924,154267029.50534546,7900280.157574863,39457130.15874313,124459600.71001215,148607113.0463461,56029608.53175267,forecast
SGP,HKG,2026,4311845495.867247,436444396.26491106,4748289892.132157,80683478.98307824,109176046.58092433,178024211.6557724,239758728.67784917,123944842.60120793,3374094789.6938095,69709642.50765646,136453755.1669479,4445506.050393959,5049268.466125474,2505439.055108836,2018514.9589775756,40484262.19289757,345519969.4331844,35274338.58768868,1147097.5205345736,forecast
SGP,IND,2026,807453702.9219472,560117346.3690135,1367571049.2909608,35374582.78121848,148997875.1918475,15144093.919317257,141480170.0293869,113927356.70132263,334504689.05163246,5996943.992354202,12027991.254867911,11334488.179825626,284706216.5079922,142019.5541233988,64619053.000622705,106294838.46683599,62895830.3400482,27659873.939188495,2465026.3803769713,forecast
SGP,IDN,2026,2011585118.8264527,1095069249.5742092,3106654368.400662,138180896.25930718,697395543.9746655,387734906.5782273,48885579.60702064,95114106.06272621,420384748.79056895,176698314.23185447,47191023.322082505,52494227.68514522,759579385.9065789,154685496.41710526,34101278.39061869,7423846.776789075,56646092.27730493,29973914.84317358,165007.27749376307,forecast
SGP,JPN,2026,1222010863.4572027,1284765197.350407,2506776060.8076096,65727157.89907803,69660320.46683022,189359812.45281532,121496642.22868437,101379256.75362782,522452815.6150593,139460860.70881584,12473997.332291957,17896178.75831288,145077269.4150785,201846037.2227876,69547243.8078691,186297797.21859902,430052085.6158954,148207283.8469373,85841301.46492726,forecast
SGP,KOR,2026,962080588.1088548,1259075426.7095313,2221156014.818386,9377614.687878147,385499308.8219602,104031099.35315444,19087530.10496677,13178713.58249399,351220374.0717001,44582511.01051535,35103436.4761858,15146179.601194084,559516514.7050433,26514643.567495137,40269097.33397858,251054915.98711455,285746390.98716295,79924557.67933577,903126.8482067536,forecast
SGP,MYS,2026,1763704188.2282171,2608071063.801777,4371775252.029994,140587058.5385141,723817972.2790015,533943859.8975933,41378926.17658427,96960332.81023924,14841111.38877465,204736795.65458697,7438131.482923148,170326732.6196814,467018926.0913502,576051407.5267899,31242001.905336827,206568305.16471207,1036247230.3498887,115624454.77063009,4992005.373387629,forecast
SGP,NLD,2026,286461682.28237003,277659820.86630243,564121503.1486725,10906126.844758866,26305958.399796546,79358827.90472382,215177.15711080816,51370433.555568606,38164655.33837025,37986786.33087425,42153716.75116688,1399973.3467458962,110047682.34442216,25517434.337661535,1512884.4738941547,19786228.005148914,69373993.99519019,44263400.1637671,5758224.1994724795,forecast
SGP,PHL,2026,806601760.3072847,98087065.23345889,904688825.5407436,49996889.54706385,128056291.14724976,77765906.33003765,1628595.619333031,750493.119322779,522696219.435707,22498656.171186592,3208708.9373840913,11049262.58455594,11777237.342174336,3180612.2650129045,1958822.5024951692,27664087.426540267,17313347.693323847,9778420.728675196,15365274.690681225,forecast
SGP,CHE,2026,269195123.7735861,422238337.699466,691433461.473052,1862708.667194254,9890342.721365076,17758086.209978223,66963856.57263173,9393759.040933492,4050590.228928751,155728744.8287727,3547035.5037818556,990307.5023268007,101236771.39296119,14630196.605375256,256076645.19527856,2152872.6546731954,7867721.197184811,34695421.977593146,4588401.174073023,forecast
SGP,THA,2026,1242049950.1533597,621059623.5413703,1863109573.6947298,55696821.31217972,305408037.1231724,90163810.63231024,118314969.13609481,52372163.73451132,595420006.0847261,776714.8476998939,23897427.282665245,63643807.054879524,190546713.41616803,76003946.67870812,159583059.03116608,82028735.19040817,368607.7152483364,47467722.12506687,1417032.3297251915,forecast
SGP,ARE,2026,330417716.4151555,310181520.5876225,640599237.002778,25093.942856354806,195860965.84961736,5894943.077184907,54530659.38922895,29376203.43770177,37935255.85106547,5005865.49922228,1788729.3682784003,4840281.500864248,13411366.073232139,60256385.376247205,28450549.53069697,181441394.98839703,8921145.62059612,11000669.333024763,1859728.1645640705,forecast
SGP,USA,2026,3395593411.731691,2458274387.3597517,5853867799.091442,6132140.220427619,669797714.2273592,303360755.4175694,28344819.38608162,1387117647.2391522,942819487.6586956,47762496.91806974,10258350.664335387,5356729.399190421,1141901583.1503618,17144169.787379343,105256704.95316704,90740755.74113005,441046524.9141294,435951813.6835703,220876105.73082352,forecast
SGP,VNM,2026,1181030224.7167432,184392333.011441,1365422557.7281842,114153689.91389859,1034162.435573133,50094190.21529391,25137814.80906997,79241036.68451853,839124033.6554312,68292603.7543376,3952693.2486206084,14322264.918717975,8176046.057749219,35009799.499366835,11175622.779079603,17781728.031250115,71286253.68126963,11772582.033836704,14868036.010170892,forecast
CHE,AUS,2026,52486948.8989709,92257038.34495133,144743987.24392223,5844153.011899605,1907638.7916848615,10292905.882866366,5716252.619133112,6623028.272330067,1775743.052844532,19851206.55088703,476020.71732533124,4752232.69668489,3318549.9784086463,3500898.4710550914,55567970.78681933,6505218.344022133,1575523.9963166239,15859492.104486497,1177151.967158105,forecast
CHE,CHN,2026,3048636197.9064994,483488415.1226122,3532124613.0291114,3327795.4633915187,96428533.62697068,528048664.1616932,1736973815.127972,12876189.493734132,102154160.8872023,566183774.5506271,2643264.5949083506,6670541.364428944,33202623.507161923,323816.2881759116,373537423.1000545,2551892.3945295014,1914011.6262946588,61397860.34054286,3890246.501423825,forecast
CHE,FRA,2026,1047357975.883776,1287578103.002369,2334936078.8861446,83540058.76074155,369761921.9328049,148345609.16352838,4937380.324864855,25182768.963845324,42120789.1438474,364327325.5843679,9142122.009775814,137926430.57824135,69615836.08789453,209126533.72519463,328780417.24620616,280796119.7259102,2465240.940667336,255603942.10900185,3263582.589252866,forecast
CHE,DEU,2026,2347294116.0511127,4605038660.60537,6952332776.656483,110643871.26774465,238349540.0755406,877875764.9619167,395181352.6330056,570678947.257749,143966168.37486747,9469041.909538982,1129429.5707497133,95422901.24342336,661336468.1313874,1496838127.6720834,747197227.7944586,495169007.5426807,242400881.84157726,709319826.9797696,157354219.3999899,forecast
CHE,HKG,2026,476339034.6352108,426870504.7950218,903209539.4302325,979302.0549212733,3616105.031664044,16889965.146179512,415323205.3123066,6995241.19196466,7654047.682733601,23852432.943231255,1028735.2722098181,300622.8096316881,24083.89891710636,7526792.777626675,287647013.8547679,1938040.9905550831,3115023.0893628793,126014008.2937935,304919.08036691236,forecast
CHE,IND,2026,444188907.72243565,103730947.01129569,547919854.7337314,6474670.313335073,94707599.88620739,44428515.23752073,249510319.27252898,20570433.97213857,12556022.40193206,15508356.106045287,432990.5327275141,675038.4444488889,6540201.4064855045,4089483.203522374,86240257.9265299,18029.073463698845,287307.2803247383,5784471.725004073,96157.95151650358,forecast
CHE,IDN,2026,43544714.63204534,18262772.02905736,61807486.661102705,1273984.5185191769,855915.4635477973,168672.31236950736,37955434.15355637,140856.78463539522,168088.7656855663,2751460.1579452115,230302.4757863172,676538.8856772616,1893889.9182048948,7556563.868585841,5496918.719875772,441040.17019383446,1769067.4620629554,187206.40943843915,241546.59501836635,forecast
CHE,JPN,2026,366874816.27679443,268129727.35060567,635004543.6274002,325714.35673059395,37726815.00502553,38531297.67630624,152435422.59856007,42501850.43550183,4971981.301031771,89391852.81379919,989882.0898392431,11266487.044254638,37879386.12994894,10214838.524665281,72237853.81227441,20664610.530934826,5168100.158537098,107436357.32884744,3262093.8211430614,forecast
CHE,KOR,2026,158246575.1960843,33852066.31905089,192098641.51513517,5118676.062135687,8405058.67097112,19315154.566841885,14507161.489066867,19676895.935773555,5558036.1915243035,84544540.11615682,1121052.1636140768,7440817.94804194,4497398.707963242,8811922.472645033,3192010.5426942,2903789.970479667,2997496.331413429,3917542.457752065,91087.88806131242,forecast
CHE,MYS,2026,62484774.64665304,45936374.86103433,108421149.50768737,2174753.0980006885,3587940.4550772994,3991459.380242099,26245207.558664825,2749828.527864507,12513228.227969848,10459244.96435941,763112.4344743645,1922178.4510421292,5852998.713060906,10565309.036782304,19254152.6409418,1027539.7349044608,3810552.6142655606,3309582.8598417877,194060.8101953829,forecast
CHE,NLD,2026,535444490.46673846,896393663.0192447,1431838153.4859831,56744884.60161919,77970818.83332558,44621161.541063346,17887667.139256034,14997825.210281594,21416034.967530727,301805100.45341897,997.7202430619665,115029867.68542342,112702218.77440707,40800487.31645434,5386230.067658867,66343973.72217598,58839192.9952321,479890443.2059039,17401249.25198918,forecast
CHE,PHL,2026,21758301.80949188,15021339.58961259,36779641.39910447,1011299.8372067376,340723.1010734882,1616714.3331245387,13046112.509615699,281971.1358465316,1740929.0615380942,3712426.8490738347,8124.982012957581,1849148.2445997377,1415753.278632835,2794100.27065489,10788.511340948795,1203275.2333358047,2145062.9013202647,4806786.406193166,796424.7435349436,forecast
CHE,SGP,2026,358476394.70641845,137247460.04706457,495723854.75348306,5455304.275024135,75736616.18039136,14740515.901068605,214791398.2429242,6495129.217394236,4739294.961865693,29329844.328711838,7188291.599038396,3697713.2879015664,7655554.156537045,17443478.32307133,17494338.115938157,10472690.125656197,4836686.670944224,74044529.09545814,1602470.271557934,forecast
