Year,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2016,Japan,Vietnam,Sector_5,3028.64,3057.88,6086.52
2016,Japan,Vietnam,Sector_6,3757.6000000000004,3286.75,7044.35
2016,Japan,Vietnam,Sector_7,3087.23,3073.82,6161.05
2016,Japan,Vietnam,Sector_8,3170.73,3272.7,6443.43
2016,"Korea, Rep.",Australia,Sector_1,3372.49,2939.7,6312.19
2016,"Korea, Rep.",Australia,Sector_2,3015.48,2522.2799999999997,5537.76
2016,"Korea, Rep.",Australia,Sector_3,3100.88,3267.68,6368.5599999999995
2016,"Korea, Rep.",Australia,Sector_4,3484.54,3317.35,6801.889999999999
2016,"Korea, Rep.",Australia,Sector_5,2738.57,2667.38,5405.95
2016,"Korea, Rep.",Australia,Sector_6,3111.16,3500.4700000000003,6611.63
2016,"Korea, Rep.",Australia,Sector_7,2443.4700000000003,2598.04,5041.51
2016,"Korea, Rep.",Australia,Sector_8,3317.57,2578.47,5896.04
2016,"Korea, Rep.",France,Sector_1,3730.69,3546.65,7277.34
2016,"Korea, Rep.",France,Sector_2,3173.73,2939.69,6113.42
2016,"Korea, Rep.",France,Sector_3,3214.29,2839.27,6053.56
2016,"Korea, Rep.",France,Sector_4,2691.4700000000003,2837.12,5528.59
2016,"Korea, Rep.",France,Sector_5,2436.59,2653.99,5090.58
2016,"Korea, Rep.",France,Sector_6,2300.61,2185.02,4485.63
2016,"Korea, Rep.",France,Sector_7,3229.4300000000003,3190.14,6419.57
2016,"Korea, Rep.",France,Sector_8,3120.32,3019.5299999999997,6139.85
2016,"Korea, Rep.",Germany,Sector_1,3214.66,2917.95,6132.61
2016,"Korea, Rep.",Germany,Sector_2,2566.6800000000003,2899.57,5466.25
2016,"Korea, Rep.",Germany,Sector_3,2178.85,2206.84,4385.6900000000005
2016,"Korea, Rep.",Germany,Sector_4,3240.5299999999997,2996.62,6237.15
2016,"Korea, Rep.",Germany,Sector_5,3018.94,3402.75,6421.69
2016,"Korea, Rep.",Germany,Sector_6,3065.86,2928.09,5993.95
2016,"Korea, Rep.",Germany,Sector_7,2398.65,2812.1,5210.75
2016,"Korea, Rep.",Germany,Sector_8,2705.01,2628.62,5333.63
2016,"Korea, Rep.","Hong Kong, China",Sector_1,3312.4,3363.92,6676.32
2016,"Korea, Rep.","Hong Kong, China",Sector_2,3301.23,3098.96,6400.1900000000005
2016,"Korea, Rep.","Hong Kong, China",Sector_3,3213.19,3201.46,6414.65
2016,"Korea, Rep.","Hong Kong, China",Sector_4,2623.4,2387.84,5011.24
2016,"Korea, Rep.","Hong Kong, China",Sector_5,3135.83,3034.66,6170.49
2016,"Korea, Rep.","Hong Kong, China",Sector_6,2555.83,2710.8500000000004,5266.68
2016,"Korea, Rep.","Hong Kong, China",Sector_7,3193.0699999999997,3025.94,6219.01
2016,"Korea, Rep.","Hong Kong, China",Sector_8,3172.1,3129.56,6301.66
2016,"Korea, Rep.",India,Sector_1,2976.95,2674.32,5651.27
2016,"Korea, Rep.",India,Sector_2,2188.63,2355.58,4544.209999999999
2016,"Korea, Rep.",India,Sector_3,3318.87,3058.7999999999997,6377.67
2016,"Korea, Rep.",India,Sector_4,3477.2200000000003,3252.5,6729.719999999999
2016,"Korea, Rep.",India,Sector_5,3311.21,3451.37,6762.58
2016,"Korea, Rep.",India,Sector_6,2795.14,2968.8,5763.9400000000005
2016,"Korea, Rep.",India,Sector_7,3111.12,2803.23,5914.35
2016,"Korea, Rep.",India,Sector_8,3109.75,2949.85,6059.6
2016,"Korea, Rep.",Indonesia,Sector_1,3482.0,3619.8,7101.8
2016,"Korea, Rep.",Indonesia,Sector_2,2851.67,3058.2599999999998,5909.93
2016,"Korea, Rep.",Indonesia,Sector_3,3244.66,3212.24,6456.900000000001
2016,"Korea, Rep.",Indonesia,Sector_4,3540.19,3004.69,6544.879999999999
2016,"Korea, Rep.",Indonesia,Sector_5,2682.01,2518.19,5200.2
2016,"Korea, Rep.",Indonesia,Sector_6,3379.06,2907.2,6286.26
2016,"Korea, Rep.",Indonesia,Sector_7,2837.23,2782.91,5620.14
2016,"Korea, Rep.",Indonesia,Sector_8,3040.75,3349.02,6389.77
2016,"Korea, Rep.",Japan,Sector_1,2354.52,2452.34,4806.86
2016,"Korea, Rep.",Japan,Sector_2,2991.66,3092.01,6083.67
2016,"Korea, Rep.",Japan,Sector_3,2889.4,2892.12,5781.5199999999995
2016,"Korea, Rep.",Japan,Sector_4,3256.29,3287.97,6544.26
2016,"Korea, Rep.",Japan,Sector_5,2659.88,2468.36,5128.24
2016,"Korea, Rep.",Japan,Sector_6,4181.61,3137.33,7318.9400000000005
2016,"Korea, Rep.",Japan,Sector_7,2800.09,2658.18,5458.27
2016,"Korea, Rep.",Japan,Sector_8,2856.7,3310.4900000000002,6167.1900000000005
2016,"Korea, Rep.","Korea, Rep.",Sector_1,2954.96,2950.92,5905.88
2016,"Korea, Rep.","Korea, Rep.",Sector_2,3222.8,3121.5699999999997,6344.37
2016,"Korea, Rep.","Korea, Rep.",Sector_3,2485.1499999999996,2457.02,4942.17
2016,"Korea, Rep.","Korea, Rep.",Sector_4,3113.88,3435.33,6549.21
2016,"Korea, Rep.","Korea, Rep.",Sector_5,2593.8,2951.11,5544.91
2016,"Korea, Rep.","Korea, Rep.",Sector_6,2400.8,1986.06,4386.86
2016,"Korea, Rep.","Korea, Rep.",Sector_7,2980.4,3025.57,6005.97
2016,"Korea, Rep.","Korea, Rep.",Sector_8,3518.61,3384.79,6903.4
2016,"Korea, Rep.",Malaysia,Sector_1,2815.66,2940.58,5756.24
2016,"Korea, Rep.",Malaysia,Sector_2,3461.02,3764.2200000000003,7225.24
2016,"Korea, Rep.",Malaysia,Sector_3,3313.7799999999997,3152.89,6466.67
2016,"Korea, Rep.",Malaysia,Sector_4,2596.87,2966.88,5563.75
2016,"Korea, Rep.",Malaysia,Sector_5,3250.88,3326.9700000000003,6577.85
2016,"Korea, Rep.",Malaysia,Sector_6,2868.12,2993.6000000000004,5861.72
2016,"Korea, Rep.",Malaysia,Sector_7,2488.27,2708.81,5197.08
2016,"Korea, Rep.",Malaysia,Sector_8,2929.71,3094.56,6024.27
2016,"Korea, Rep.",Netherlands,Sector_1,3118.12,2814.51,5932.63
2016,"Korea, Rep.",Netherlands,Sector_2,3285.5299999999997,3455.26,6740.79
2016,"Korea, Rep.",Netherlands,Sector_3,2814.02,3123.38,5937.4
2016,"Korea, Rep.",Netherlands,Sector_4,3019.1,2960.4700000000003,5979.57
2016,"Korea, Rep.",Netherlands,Sector_5,2977.15,2870.38,5847.530000000001
2016,"Korea, Rep.",Netherlands,Sector_6,2609.47,2328.9,4938.37
2016,"Korea, Rep.",Netherlands,Sector_7,3511.8900000000003,3953.33,7465.219999999999
2016,"Korea, Rep.",Netherlands,Sector_8,2504.58,2549.7,5054.28
2016,"Korea, Rep.",Philippines,Sector_1,3062.7,2538.7799999999997,5601.48
2016,"Korea, Rep.",Philippines,Sector_2,3248.54,3307.54,6556.08
2016,"Korea, Rep.",Philippines,Sector_3,2679.58,2450.12,5129.7
2016,"Korea, Rep.",Philippines,Sector_4,2624.88,2594.58,5219.46
2016,"Korea, Rep.",Philippines,Sector_5,3296.65,3333.09,6629.74
2016,"Korea, Rep.",Philippines,Sector_6,2975.26,2828.07,5803.33
2016,"Korea, Rep.",Philippines,Sector_7,2985.25,3351.62,6336.87
2016,"Korea, Rep.",Philippines,Sector_8,2759.05,2878.54,5637.59
2016,"Korea, Rep.",Switzerland,Sector_1,3384.0,3455.43,6839.43
2016,"Korea, Rep.",Switzerland,Sector_2,3781.45,3889.2599999999998,7670.71
2016,"Korea, Rep.",Switzerland,Sector_3,3079.37,2812.51,5891.88
2016,"Korea, Rep.",Switzerland,Sector_4,3627.7,3459.74,7087.4400000000005
2016,"Korea, Rep.",Switzerland,Sector_5,2926.52,2832.85,5759.37
2016,"Korea, Rep.",Switzerland,Sector_6,3691.87,3558.62,7250.49
2016,"Korea, Rep.",Switzerland,Sector_7,3028.77,2918.73,5947.5
2016,"Korea, Rep.",Switzerland,Sector_8,3242.8199999999997,2952.19,6195.01
2016,"Korea, Rep.",Thailand,Sector_1,2872.3,3072.48,5944.78
2016,"Korea, Rep.",Thailand,Sector_2,2802.66,2688.39,5491.05
2016,"Korea, Rep.",Thailand,Sector_3,3160.7,3361.75,6522.45
2016,"Korea, Rep.",Thailand,Sector_4,3032.41,2914.11,5946.52
2016,"Korea, Rep.",Thailand,Sector_5,2979.08,2773.41,5752.49
2016,"Korea, Rep.",Thailand,Sector_6,3760.65,3349.38,7110.03
2016,"Korea, Rep.",Thailand,Sector_7,3032.5,3127.3599999999997,6159.860000000001
2016,"Korea, Rep.",Thailand,Sector_8,3295.29,2902.31,6197.6
2016,"Korea, Rep.",United Arab Emirates,Sector_1,2856.4,2567.75,5424.15
2016,"Korea, Rep.",United Arab Emirates,Sector_2,2433.2799999999997,2726.77,5160.05
2016,"Korea, Rep.",United Arab Emirates,Sector_3,3716.44,3456.0,7172.4400000000005
2016,"Korea, Rep.",United Arab Emirates,Sector_4,2966.17,2788.93,5755.1
2016,"Korea, Rep.",United Arab Emirates,Sector_5,3437.54,2614.55,6052.09
2016,"Korea, Rep.",United Arab Emirates,Sector_6,3015.04,2550.98,5566.02
2016,"Korea, Rep.",United Arab Emirates,Sector_7,3158.38,2968.61,6126.99
2016,"Korea, Rep.",United Arab Emirates,Sector_8,2555.68,2636.73,5192.41
2016,"Korea, Rep.",United States,Sector_1,2939.4300000000003,2918.6,5858.03
2016,"Korea, Rep.",United States,Sector_2,3754.48,3299.79,7054.27
2016,"Korea, Rep.",United States,Sector_3,2532.92,2615.7200000000003,5148.64
2016,"Korea, Rep.",United States,Sector_4,3085.0600000000004,2846.33,5931.39
2016,"Korea, Rep.",United States,Sector_5,3306.62,3305.29,6611.91
2016,"Korea, Rep.",United States,Sector_6,3030.89,3216.4300000000003,6247.32
2016,"Korea, Rep.",United States,Sector_7,3116.0299999999997,2977.8,6093.83
2016,"Korea, Rep.",United States,Sector_8,3128.07,3357.5699999999997,6485.639999999999
2016,"Korea, Rep.",Vietnam,Sector_1,2625.01,2357.17,4982.18
2016,"Korea, Rep.",Vietnam,Sector_2,3265.42,2964.19,6229.610000000001
2016,"Korea, Rep.",Vietnam,Sector_3,2933.33,2834.31,5767.64
2016,"Korea, Rep.",Vietnam,Sector_4,2839.25,3161.12,6000.37
2016,"Korea, Rep.",Vietnam,Sector_5,2980.46,2861.48,5841.9400000000005
2016,"Korea, Rep.",Vietnam,Sector_6,2952.21,2904.96,5857.17
2016,"Korea, Rep.",Vietnam,Sector_7,2954.73,3305.3199999999997,6260.05
2016,"Korea, Rep.",Vietnam,Sector_8,3016.83,2679.27,5696.1
2016,Malaysia,Australia,Sector_1,3660.42,3601.68,7262.1
2016,Malaysia,Australia,Sector_2,2915.75,2650.37,5566.12
2016,Malaysia,Australia,Sector_3,3523.24,3415.66,6938.9
2016,Malaysia,Australia,Sector_4,3202.5699999999997,2828.17,6030.74
2016,Malaysia,Australia,Sector_5,3066.5699999999997,3084.11,6150.68
2016,Malaysia,Australia,Sector_6,2885.16,2996.33,5881.49
2016,Malaysia,Australia,Sector_7,2476.13,2677.54,5153.67
2016,Malaysia,Australia,Sector_8,3197.79,2963.0,6160.79
2016,Malaysia,France,Sector_1,3453.87,3145.29,6599.16
2016,Malaysia,France,Sector_2,2422.8,2903.2,5326.0
2016,Malaysia,France,Sector_3,3196.33,2890.78,6087.11
2016,Malaysia,France,Sector_4,2929.21,2736.95,5666.16
2016,Malaysia,France,Sector_5,3539.32,3309.37,6848.6900000000005
2016,Malaysia,France,Sector_6,2683.07,2763.4,5446.47
2016,Malaysia,France,Sector_7,3342.51,2774.45,6116.96
2016,Malaysia,France,Sector_8,2940.35,3045.58,5985.93
2016,Malaysia,Germany,Sector_1,2394.79,2504.27,4899.0599999999995
2016,Malaysia,Germany,Sector_2,2377.31,2226.24,4603.55
2016,Malaysia,Germany,Sector_3,3322.7,3522.41,6845.11
2016,Malaysia,Germany,Sector_4,2921.61,2769.15,5690.76
2016,Malaysia,Germany,Sector_5,3104.4900000000002,3828.7200000000003,6933.210000000001
2016,Malaysia,Germany,Sector_6,2949.8599999999997,2992.2799999999997,5942.139999999999
2016,Malaysia,Germany,Sector_7,2399.31,2431.54,4830.85
2016,Malaysia,Germany,Sector_8,3251.92,3213.65,6465.57
2016,Malaysia,"Hong Kong, China",Sector_1,3053.81,3309.2200000000003,6363.030000000001
2016,Malaysia,"Hong Kong, China",Sector_2,3022.78,3243.58,6266.36
2016,Malaysia,"Hong Kong, China",Sector_3,3106.42,2778.61,5885.03
2016,Malaysia,"Hong Kong, China",Sector_4,2554.54,2805.98,5360.52
2016,Malaysia,"Hong Kong, China",Sector_5,2630.2200000000003,2567.16,5197.38
2016,Malaysia,"Hong Kong, China",Sector_6,2842.09,3219.87,6061.96
2016,Malaysia,"Hong Kong, China",Sector_7,3226.69,3411.29,6637.98
2016,Malaysia,"Hong Kong, China",Sector_8,3033.45,3142.41,6175.86
2016,Malaysia,India,Sector_1,3873.62,3796.06,7669.679999999999
2016,Malaysia,India,Sector_2,2562.64,2565.71,5128.35
2016,Malaysia,India,Sector_3,2616.73,2960.47,5577.2
2016,Malaysia,India,Sector_4,3017.5400000000004,2854.87,5872.41
2016,Malaysia,India,Sector_5,3540.61,3449.31,6989.92
2016,Malaysia,India,Sector_6,3567.25,3572.0600000000004,7139.3099999999995
2016,Malaysia,India,Sector_7,3129.74,3149.37,6279.110000000001
2016,Malaysia,India,Sector_8,3777.25,3760.6099999999997,7537.860000000001
2016,Malaysia,Indonesia,Sector_1,2840.42,3090.75,5931.17
2016,Malaysia,Indonesia,Sector_2,2603.44,2802.99,5406.43
2016,Malaysia,Indonesia,Sector_3,3067.9700000000003,2834.95,5902.92
2016,Malaysia,Indonesia,Sector_4,3061.5699999999997,3076.99,6138.5599999999995
2016,Malaysia,Indonesia,Sector_5,3192.75,2998.8999999999996,6191.65
2016,Malaysia,Indonesia,Sector_6,2690.16,2988.47,5678.63
2016,Malaysia,Indonesia,Sector_7,3559.7799999999997,3387.1400000000003,6946.92
2016,Malaysia,Indonesia,Sector_8,3157.39,2918.5,6075.89
2016,Malaysia,Japan,Sector_1,3827.51,3454.4,7281.91
2016,Malaysia,Japan,Sector_2,3724.79,3368.1899999999996,7092.9800000000005
2016,Malaysia,Japan,Sector_3,2912.9700000000003,2799.5,5712.47
2016,Malaysia,Japan,Sector_4,3250.48,3113.68,6364.16
2016,Malaysia,Japan,Sector_5,3450.42,3257.22,6707.639999999999
2016,Malaysia,Japan,Sector_6,3095.17,2872.0,5967.17
2016,Malaysia,Japan,Sector_7,2697.35,2438.2200000000003,5135.57
2016,Malaysia,Japan,Sector_8,2514.9700000000003,2853.91,5368.88
2016,Malaysia,"Korea, Rep.",Sector_1,3305.0699999999997,3239.31,6544.38
2016,Malaysia,"Korea, Rep.",Sector_2,2542.8,2845.21,5388.01
2016,Malaysia,"Korea, Rep.",Sector_3,3143.29,2824.02,5967.31
2016,Malaysia,"Korea, Rep.",Sector_4,3012.66,2914.65,5927.31
2016,Malaysia,"Korea, Rep.",Sector_5,3577.56,3160.05,6737.61
2016,Malaysia,"Korea, Rep.",Sector_6,2646.9700000000003,2898.17,5545.139999999999
2016,Malaysia,"Korea, Rep.",Sector_7,2642.2,2613.88,5256.08
2016,Malaysia,"Korea, Rep.",Sector_8,3224.76,3022.85,6247.61
2016,Malaysia,Malaysia,Sector_1,3230.96,3085.7599999999998,6316.719999999999
2016,Malaysia,Malaysia,Sector_2,3153.4,3351.8399999999997,6505.24
2016,Malaysia,Malaysia,Sector_3,3379.3999999999996,3596.33,6975.73
2016,Malaysia,Malaysia,Sector_4,2867.41,2896.9,5764.31
2016,Malaysia,Malaysia,Sector_5,3447.16,3661.2799999999997,7108.44
2016,Malaysia,Malaysia,Sector_6,3051.4700000000003,3217.0099999999998,6268.48
2016,Malaysia,Malaysia,Sector_7,2836.59,2755.79,5592.38
2016,Malaysia,Malaysia,Sector_8,3139.65,2870.41,6010.0599999999995
2016,Malaysia,Netherlands,Sector_1,2501.6499999999996,2821.8,5323.45
2016,Malaysia,Netherlands,Sector_2,3318.6,3290.1400000000003,6608.74
2016,Malaysia,Netherlands,Sector_3,3543.62,3307.42,6851.04
2016,Malaysia,Netherlands,Sector_4,3456.42,3606.8199999999997,7063.24
2016,Malaysia,Netherlands,Sector_5,3390.4,3199.04,6589.4400000000005
2016,Malaysia,Netherlands,Sector_6,2885.12,2583.19,5468.3099999999995
2016,Malaysia,Netherlands,Sector_7,3473.28,3352.14,6825.42
2016,Malaysia,Netherlands,Sector_8,2995.3,3080.92,6076.22
2016,Malaysia,Philippines,Sector_1,2854.1400000000003,2465.82,5319.96
2016,Malaysia,Philippines,Sector_2,3272.02,3410.04,6682.0599999999995
2016,Malaysia,Philippines,Sector_3,2476.0299999999997,2521.98,4998.01
2016,Malaysia,Philippines,Sector_4,3007.16,3295.49,6302.65
2016,Malaysia,Philippines,Sector_5,2515.26,2741.58,5256.84
2016,Malaysia,Philippines,Sector_6,2986.0299999999997,3169.74,6155.77
2016,Malaysia,Philippines,Sector_7,2921.8199999999997,3360.06,6281.88
2016,Malaysia,Philippines,Sector_8,3177.78,3178.63,6356.41
2016,Malaysia,Switzerland,Sector_1,2261.04,2256.41,4517.45
2016,Malaysia,Switzerland,Sector_2,3221.41,2806.13,6027.54
2016,Malaysia,Switzerland,Sector_3,3182.19,3408.38,6590.57
2016,Malaysia,Switzerland,Sector_4,2655.13,2705.49,5360.62
2016,Malaysia,Switzerland,Sector_5,3772.93,3424.03,7196.96
2016,Malaysia,Switzerland,Sector_6,3169.62,3267.0,6436.62
2016,Malaysia,Switzerland,Sector_7,3187.5699999999997,2730.71,5918.28
2016,Malaysia,Switzerland,Sector_8,2854.52,2975.75,5830.27
2016,Malaysia,Thailand,Sector_1,3074.4300000000003,3006.35,6080.78
2016,Malaysia,Thailand,Sector_2,2605.42,2826.9700000000003,5432.39
2016,Malaysia,Thailand,Sector_3,2709.08,2824.19,5533.2699999999995
2016,Malaysia,Thailand,Sector_4,2704.9,2855.35,5560.25
2016,Malaysia,Thailand,Sector_5,3100.45,2882.12,5982.57
2016,Malaysia,Thailand,Sector_6,2841.2,3024.49,5865.6900000000005
2016,Malaysia,Thailand,Sector_7,2419.81,3059.49,5479.3
2016,Malaysia,Thailand,Sector_8,3221.42,3159.1000000000004,6380.52
2016,Malaysia,United Arab Emirates,Sector_1,2643.17,2874.39,5517.5599999999995
2016,Malaysia,United Arab Emirates,Sector_2,3250.38,3267.08,6517.46
2016,Malaysia,United Arab Emirates,Sector_3,2971.03,3241.96,6212.99
2016,Malaysia,United Arab Emirates,Sector_4,2420.24,2383.41,4803.65
2016,Malaysia,United Arab Emirates,Sector_5,2801.88,2777.59,5579.47
2016,Malaysia,United Arab Emirates,Sector_6,2946.9,3427.75,6374.65
2016,Malaysia,United Arab Emirates,Sector_7,3369.59,3466.1,6835.6900000000005
2016,Malaysia,United Arab Emirates,Sector_8,2550.59,2610.11,5160.7
2016,Malaysia,United States,Sector_1,3556.29,3346.04,6902.33
2016,Malaysia,United States,Sector_2,2858.5099999999998,2968.6099999999997,5827.12
2016,Malaysia,United States,Sector_3,3346.81,3425.44,6772.25
2016,Malaysia,United States,Sector_4,3128.93,3236.24,6365.17
2016,Malaysia,United States,Sector_5,3172.81,2737.39,5910.2
2016,Malaysia,United States,Sector_6,3224.5,3571.29,6795.79
2016,Malaysia,United States,Sector_7,3139.37,2836.85,5976.22
2016,Malaysia,United States,Sector_8,3195.34,3217.95,6413.29
2016,Malaysia,Vietnam,Sector_1,3008.2200000000003,2891.9,5900.12
2016,Malaysia,Vietnam,Sector_2,2824.97,2489.0,5313.97
2016,Malaysia,Vietnam,Sector_3,3001.13,2619.81,5620.9400000000005
2016,Malaysia,Vietnam,Sector_4,2739.76,2616.7200000000003,5356.4800000000005
2016,Malaysia,Vietnam,Sector_5,3243.13,2897.96,6141.09
2016,Malaysia,Vietnam,Sector_6,3295.77,3477.94,6773.71
2016,Malaysia,Vietnam,Sector_7,2748.21,2482.48,5230.6900000000005
2016,Malaysia,Vietnam,Sector_8,2863.24,2923.51,5786.75
2016,Philippines,Australia,Sector_1,3012.35,2992.24,6004.59
2016,Philippines,Australia,Sector_2,3022.0499999999997,2793.69,5815.74
2016,Philippines,Australia,Sector_3,2788.5,2988.74,5777.24
2016,Philippines,Australia,Sector_4,2428.17,2765.6800000000003,5193.85
2016,Philippines,Australia,Sector_5,2729.5299999999997,2619.06,5348.59
2016,Philippines,Australia,Sector_6,2703.14,3118.84,5821.98
2016,Philippines,Australia,Sector_7,2942.15,2876.99,5819.139999999999
2016,Philippines,Australia,Sector_8,3062.15,2693.85,5756.0
2016,Philippines,France,Sector_1,3426.69,3254.0699999999997,6680.76
2016,Philippines,France,Sector_2,2954.02,2888.81,5842.83
2016,Philippines,France,Sector_3,3457.08,2883.29,6340.37
2016,Philippines,France,Sector_4,3087.33,2887.4300000000003,5974.76
2016,Philippines,France,Sector_5,2975.9,2891.88,5867.78
2016,Philippines,France,Sector_6,2630.04,2643.61,5273.65
2016,Philippines,France,Sector_7,2844.5,2735.15,5579.65
2016,Philippines,France,Sector_8,2528.38,2737.48,5265.860000000001
2016,Philippines,Germany,Sector_1,2797.64,2652.11,5449.75
2016,Philippines,Germany,Sector_2,3119.11,3062.66,6181.7699999999995
2016,Philippines,Germany,Sector_3,3662.41,3394.84,7057.25
2016,Philippines,Germany,Sector_4,3154.12,3141.6800000000003,6295.8
2016,Philippines,Germany,Sector_5,2837.99,2831.85,5669.84
2016,Philippines,Germany,Sector_6,3318.66,3353.85,6672.51
2016,Philippines,Germany,Sector_7,2921.92,2567.87,5489.79
2016,Philippines,Germany,Sector_8,3002.92,3232.9,6235.82
2016,Philippines,"Hong Kong, China",Sector_1,2841.16,3360.27,6201.43
2016,Philippines,"Hong Kong, China",Sector_2,2893.53,3042.4,5935.93
2016,Philippines,"Hong Kong, China",Sector_3,3011.63,3575.69,6587.32
2016,Philippines,"Hong Kong, China",Sector_4,3529.09,3381.81,6910.900000000001
2016,Philippines,"Hong Kong, China",Sector_5,2450.15,2699.84,5149.99
2016,Philippines,"Hong Kong, China",Sector_6,3077.65,3103.48,6181.13
2016,Philippines,"Hong Kong, China",Sector_7,3678.92,3745.02,7423.9400000000005
2016,Philippines,"Hong Kong, China",Sector_8,3169.05,3038.08,6207.13
2016,Philippines,India,Sector_1,2928.52,2938.46,5866.98
2016,Philippines,India,Sector_2,3328.23,2994.19,6322.42
2016,Philippines,India,Sector_3,2885.48,2781.97,5667.45
2016,Philippines,India,Sector_4,3035.86,3199.49,6235.35
2016,Philippines,India,Sector_5,2984.55,2731.53,5716.08
2016,Philippines,India,Sector_6,2603.19,2465.2200000000003,5068.41
2016,Philippines,India,Sector_7,2619.43,2780.58,5400.01
2016,Philippines,India,Sector_8,3037.0699999999997,2904.98,5942.049999999999
2016,Philippines,Indonesia,Sector_1,3240.09,3446.52,6686.61
2016,Philippines,Indonesia,Sector_2,2912.0099999999998,3068.39,5980.4
2016,Philippines,Indonesia,Sector_3,3443.25,3211.8100000000004,6655.0599999999995
2016,Philippines,Indonesia,Sector_4,2581.38,2648.3599999999997,5229.74
2016,Philippines,Indonesia,Sector_5,2735.96,2931.9300000000003,5667.889999999999
2016,Philippines,Indonesia,Sector_6,3223.58,2884.73,6108.31
2016,Philippines,Indonesia,Sector_7,3211.1099999999997,3149.24,6360.35
2016,Philippines,Indonesia,Sector_8,2870.0699999999997,2983.44,5853.51
2016,Philippines,Japan,Sector_1,3213.44,3520.09,6733.53
2016,Philippines,Japan,Sector_2,3608.85,3366.82,6975.67
2016,Philippines,Japan,Sector_3,3311.54,3232.87,6544.41
2016,Philippines,Japan,Sector_4,3295.7200000000003,3350.39,6646.11
2016,Philippines,Japan,Sector_5,3081.2,3631.61,6712.8099999999995
2016,Philippines,Japan,Sector_6,3221.33,3404.99,6626.32
2016,Philippines,Japan,Sector_7,3067.49,3128.43,6195.92
2016,Philippines,Japan,Sector_8,3307.7000000000003,2905.49,6213.1900000000005
2016,Philippines,"Korea, Rep.",Sector_1,3128.96,2858.16,5987.12
2016,Philippines,"Korea, Rep.",Sector_2,3001.65,3139.44,6141.09
2016,Philippines,"Korea, Rep.",Sector_3,3258.15,3491.15,6749.299999999999
2016,Philippines,"Korea, Rep.",Sector_4,2898.32,2830.55,5728.87
2016,Philippines,"Korea, Rep.",Sector_5,4079.25,3902.29,7981.54
2016,Philippines,"Korea, Rep.",Sector_6,2737.69,2771.21,5508.9
2016,Philippines,"Korea, Rep.",Sector_7,3430.59,3376.31,6806.900000000001
2016,Philippines,"Korea, Rep.",Sector_8,2841.68,2771.87,5613.55
2016,Philippines,Malaysia,Sector_1,2580.49,2852.37,5432.86
2016,Philippines,Malaysia,Sector_2,3308.5299999999997,3291.6,6600.13
2016,Philippines,Malaysia,Sector_3,3138.98,3036.87,6175.85
2016,Philippines,Malaysia,Sector_4,3802.53,3353.48,7156.01
2016,Philippines,Malaysia,Sector_5,2918.2400000000002,3281.65,6199.889999999999
2016,Philippines,Malaysia,Sector_6,2928.41,2403.65,5332.0599999999995
2016,Philippines,Malaysia,Sector_7,2545.06,2526.94,5072.0
2016,Philippines,Malaysia,Sector_8,2736.7200000000003,2942.63,5679.35
2016,Philippines,Netherlands,Sector_1,3292.96,3004.78,6297.74
2016,Philippines,Netherlands,Sector_2,3081.66,3186.11,6267.77
2016,Philippines,Netherlands,Sector_3,2790.85,2958.49,5749.34
2016,Philippines,Netherlands,Sector_4,3195.76,3124.81,6320.57
2016,Philippines,Netherlands,Sector_5,3067.28,3094.86,6162.139999999999
2016,Philippines,Netherlands,Sector_6,3670.08,3879.95,7550.030000000001
2016,Philippines,Netherlands,Sector_7,2529.17,2598.6499999999996,5127.82
2016,Philippines,Netherlands,Sector_8,2629.77,2618.7,5248.47
2016,Philippines,Philippines,Sector_1,2758.2400000000002,3125.48,5883.72
2016,Philippines,Philippines,Sector_2,3132.3500000000004,3255.25,6387.6
2016,Philippines,Philippines,Sector_3,3020.8,2886.33,5907.13
2016,Philippines,Philippines,Sector_4,2671.27,2890.15,5561.42
2016,Philippines,Philippines,Sector_5,3010.65,2946.2,5956.85
2016,Philippines,Philippines,Sector_6,3330.2,3490.38,6820.58
2016,Philippines,Philippines,Sector_7,3326.8,3492.5899999999997,6819.389999999999
2016,Philippines,Philippines,Sector_8,3417.77,3165.58,6583.35
2016,Philippines,Switzerland,Sector_1,3073.79,3128.48,6202.27
2016,Philippines,Switzerland,Sector_2,3033.85,2885.72,5919.57
2016,Philippines,Switzerland,Sector_3,3926.42,3621.25,7547.67
2016,Philippines,Switzerland,Sector_4,2811.74,2913.0,5724.74
2016,Philippines,Switzerland,Sector_5,3136.29,3049.22,6185.51
2016,Philippines,Switzerland,Sector_6,3281.48,3221.0899999999997,6502.57
2016,Philippines,Switzerland,Sector_7,3246.95,3226.8999999999996,6473.85
2016,Philippines,Switzerland,Sector_8,2987.65,3143.0299999999997,6130.68
2016,Philippines,Thailand,Sector_1,2738.26,2671.09,5409.35
2016,Philippines,Thailand,Sector_2,2757.08,3094.45,5851.53
2016,Philippines,Thailand,Sector_3,2705.94,2832.12,5538.0599999999995
2016,Philippines,Thailand,Sector_4,2921.1,2830.13,5751.23
2016,Philippines,Thailand,Sector_5,2902.65,3000.8900000000003,5903.54
2016,Philippines,Thailand,Sector_6,2146.95,2380.37,4527.32
2016,Philippines,Thailand,Sector_7,2947.9,3152.54,6100.4400000000005
2016,Philippines,Thailand,Sector_8,3139.78,3116.63,6256.41
