country,trade_type,sector,partner_country,volume,previous_volume
China,import,Electronics,Japan,1452,1404
China,import,Electronics,UK,2596,2397
China,import,Electronics,India,2784,3054
China,import,Electronics,Canada,1910,1899
China,import,Electronics,Brazil,2249,2152
China,import,Electronics,Australia,2514,2790
China,import,Electronics,South Korea,756,720
China,import,Electronics,Mexico,2249,2183
China,import,Electronics,Italy,2181,2375
China,import,Electronics,Russia,4789,4963
China,import,Electronics,Spain,1932,2098
China,import,Electronics,Netherlands,2212,2175
China,import,Electronics,Turkey,2142,2137
China,import,Electronics,Indonesia,4040,4416
China,import,Electronics,Saudi Arabia,2724,2494
China,import,Electronics,South Africa,2765,2811
China,import,Automotive,Germany,3412,3460
China,import,Automotive,USA,2136,1961
China,import,Automotive,France,847,833
China,import,Automotive,Japan,969,928
China,import,Automotive,UK,2292,2086
China,import,Automotive,India,4992,4779
China,import,Automotive,Canada,2923,2932
China,import,Automotive,Brazil,789,864
China,import,Automotive,Australia,3132,3266
China,import,Automotive,South Korea,2344,2545
China,import,Automotive,Mexico,896,819
China,import,Automotive,Italy,2021,1961
China,import,Automotive,Russia,1767,1897
China,import,Automotive,Spain,1019,1089
China,import,Automotive,Netherlands,1308,1290
China,import,Automotive,Turkey,3472,3335
China,import,Automotive,Indonesia,3972,4227
China,import,Automotive,Saudi Arabia,1195,1237
China,import,Automotive,South Africa,2147,2331
China,import,Agriculture,Germany,1214,1224
China,import,Agriculture,USA,1290,1238
China,import,Agriculture,France,1431,1517
China,import,Agriculture,Japan,4701,5020
China,import,Agriculture,UK,658,678
China,import,Agriculture,India,4037,4286
China,import,Agriculture,Canada,1822,1715
China,import,Agriculture,Brazil,4666,4637
China,import,Agriculture,Australia,934,897
China,import,Agriculture,South Korea,2232,2118
China,import,Agriculture,Mexico,4232,4504
China,import,Agriculture,Italy,3045,3009
China,import,Agriculture,Russia,524,494
China,import,Agriculture,Spain,513,565
China,import,Agriculture,Netherlands,1979,2051
China,import,Agriculture,Turkey,3982,3730
China,import,Agriculture,Indonesia,2568,2612
China,import,Agriculture,Saudi Arabia,4732,4602
China,import,Agriculture,South Africa,3381,3570
China,import,Textiles,Germany,826,780
China,import,Textiles,USA,3687,3411
China,import,Textiles,France,4246,4491
China,import,Textiles,Japan,628,585
China,import,Textiles,UK,1475,1446
China,import,Textiles,India,1956,1786
China,import,Textiles,Canada,3806,3649
China,import,Textiles,Brazil,4642,5142
China,import,Textiles,Australia,4943,5160
China,import,Textiles,South Korea,2267,2409
China,import,Textiles,Mexico,4574,4388
China,import,Textiles,Italy,3653,3357
China,import,Textiles,Russia,3507,3268
China,import,Textiles,Spain,1589,1461
China,import,Textiles,Netherlands,2226,2118
China,import,Textiles,Turkey,2677,2467
China,import,Textiles,Indonesia,3223,3245
China,import,Textiles,Saudi Arabia,4487,4148
China,import,Textiles,South Africa,727,684
China,import,Pharmaceuticals,Germany,3098,3056
China,import,Pharmaceuticals,USA,3881,3568
China,import,Pharmaceuticals,France,1724,1714
China,import,Pharmaceuticals,Japan,3743,4009
China,import,Pharmaceuticals,UK,2669,2528
China,import,Pharmaceuticals,India,3933,3748
China,import,Pharmaceuticals,Canada,4194,3892
China,import,Pharmaceuticals,Brazil,1021,1074
China,import,Pharmaceuticals,Australia,3260,3198
China,import,Pharmaceuticals,South Korea,2014,1992
China,import,Pharmaceuticals,Mexico,3997,4110
China,import,Pharmaceuticals,Italy,3917,4296
China,import,Pharmaceuticals,Russia,2105,2275
China,import,Pharmaceuticals,Spain,980,955
China,import,Pharmaceuticals,Netherlands,4245,4089
China,import,Pharmaceuticals,Turkey,3218,3141
China,import,Pharmaceuticals,Indonesia,3809,3941
China,import,Pharmaceuticals,Saudi Arabia,509,491
China,import,Pharmaceuticals,South Africa,4359,4183
China,import,Metals,Germany,1342,1331
China,import,Metals,USA,2158,2234
China,import,Metals,France,2693,2846
China,import,Metals,Japan,1158,1272
China,import,Metals,UK,4308,4713
China,import,Metals,India,871,811
China,import,Metals,Canada,4276,4320
China,import,Metals,Brazil,1709,1639
China,import,Metals,Australia,706,657
China,import,Metals,South Korea,4692,4454
China,import,Metals,Mexico,657,627
China,import,Metals,Italy,2335,2409
China,import,Metals,Russia,4846,4494
China,import,Metals,Spain,2081,1974
China,import,Metals,Netherlands,1032,1005
China,import,Metals,Turkey,2369,2558
China,import,Metals,Indonesia,4150,4047
China,import,Metals,Saudi Arabia,4596,4894
China,import,Metals,South Africa,2258,2177
China,import,Plastics,Germany,3008,3113
China,import,Plastics,USA,2388,2273
China,import,Plastics,France,2763,2644
China,import,Plastics,Japan,3477,3242
China,import,Plastics,UK,4725,4940
China,import,Plastics,India,3724,3436
China,import,Plastics,Canada,807,865
China,import,Plastics,Brazil,2439,2468
China,import,Plastics,Australia,4888,5265
China,import,Plastics,South Korea,2117,1931
China,import,Plastics,Mexico,2644,2750
China,import,Plastics,Italy,3069,2974
China,import,Plastics,Russia,2674,2836
China,import,Plastics,Spain,3578,3262
China,import,Plastics,Netherlands,1018,1017
China,import,Plastics,Turkey,2273,2408
China,import,Plastics,Indonesia,3256,3504
China,import,Plastics,Saudi Arabia,3889,4230
China,import,Plastics,South Africa,2717,2582
China,import,Minerals,Germany,3716,3693
China,import,Minerals,USA,2167,2137
China,import,Minerals,France,1069,1005
China,import,Minerals,Japan,4552,4261
China,import,Minerals,UK,733,679
China,import,Minerals,India,1958,1959
China,import,Minerals,Canada,1011,1029
China,import,Minerals,Brazil,1900,1879
China,import,Minerals,Australia,4492,4620
China,import,Minerals,South Korea,712,715
China,import,Minerals,Mexico,2714,2556
China,import,Minerals,Italy,1634,1559
China,import,Minerals,Russia,4765,4736
China,import,Minerals,Spain,3282,3503
China,import,Minerals,Netherlands,4493,4210
China,import,Minerals,Turkey,4754,4395
China,import,Minerals,Indonesia,3560,3649
China,import,Minerals,Saudi Arabia,525,559
China,import,Minerals,South Africa,1705,1574
China,import,Food Products,Germany,1558,1426
China,import,Food Products,USA,2116,2205
China,import,Food Products,France,2189,2146
China,import,Food Products,Japan,3567,3703
China,import,Food Products,UK,2423,2349
China,import,Food Products,India,4113,3832
China,import,Food Products,Canada,3601,3535
China,import,Food Products,Brazil,2008,2058
China,import,Food Products,Australia,1939,1820
China,import,Food Products,South Korea,2198,2041
China,import,Food Products,Mexico,865,908
China,import,Food Products,Italy,3614,3338
China,import,Food Products,Russia,4991,5174
China,import,Food Products,Spain,3037,3290
China,import,Food Products,Netherlands,1423,1474
China,import,Food Products,Turkey,1569,1461
China,import,Food Products,Indonesia,4333,4283
China,import,Food Products,Saudi Arabia,3183,3471
China,import,Food Products,South Africa,4799,4417
China,import,Wood Products,Germany,4059,3949
China,import,Wood Products,USA,3575,3602
China,import,Wood Products,France,3496,3402
China,import,Wood Products,Japan,3558,3613
China,import,Wood Products,UK,3671,4002
China,import,Wood Products,India,3384,3331
China,import,Wood Products,Canada,3545,3522
China,import,Wood Products,Brazil,3732,3657
China,import,Wood Products,Australia,727,720
China,import,Wood Products,South Korea,1350,1255
China,import,Wood Products,Mexico,3675,3929
China,import,Wood Products,Italy,2910,3143
China,import,Wood Products,Russia,3531,3215
China,import,Wood Products,Spain,3676,3664
China,import,Wood Products,Netherlands,3104,3335
China,import,Wood Products,Turkey,2414,2606
China,import,Wood Products,Indonesia,1410,1527
China,import,Wood Products,Saudi Arabia,3040,2801
China,import,Wood Products,South Africa,1910,1817
China,import,Energy,Germany,2597,2514
China,import,Energy,USA,3902,4081
China,import,Energy,France,4115,4396
China,import,Energy,Japan,1900,2055
China,import,Energy,UK,3222,3436
China,import,Energy,India,3940,4258
China,import,Energy,Canada,3353,3486
China,import,Energy,Brazil,1486,1419
China,import,Energy,Australia,1329,1279
China,import,Energy,South Korea,3742,3724
China,import,Energy,Mexico,4464,4555
China,import,Energy,Italy,3613,3329
China,import,Energy,Russia,579,601
China,import,Energy,Spain,1135,1047
China,import,Energy,Netherlands,2219,2142
China,import,Energy,Turkey,1575,1742
China,import,Energy,Indonesia,1360,1420
China,import,Energy,Saudi Arabia,2434,2588
China,import,Energy,South Africa,4943,4515
China,import,Services,Germany,2009,2036
China,import,Services,USA,4805,5105
China,import,Services,France,2665,2914
China,import,Services,Japan,3592,3531
China,import,Services,UK,1904,2086
China,import,Services,India,1122,1243
China,import,Services,Canada,893,918
China,import,Services,Brazil,1885,2034
China,import,Services,Australia,1224,1133
China,import,Services,South Korea,679,705
China,import,Services,Mexico,2398,2224
China,import,Services,Italy,3330,3190
China,import,Services,Russia,1200,1126
China,import,Services,Spain,2330,2429
China,import,Services,Netherlands,2531,2628
China,import,Services,Turkey,1979,2044
China,import,Services,Indonesia,1724,1728
China,import,Services,Saudi Arabia,2571,2619
China,import,Services,South Africa,1031,958
China,import,ICT,Germany,2196,2176
China,import,ICT,USA,3105,2825
China,import,ICT,France,2268,2276
China,import,ICT,Japan,920,853
China,import,ICT,UK,1300,1215
China,import,ICT,India,2373,2289
China,import,ICT,Canada,3417,3195
China,import,ICT,Brazil,2173,2095
China,import,ICT,Australia,2819,2610
China,import,ICT,South Korea,2396,2241
China,import,ICT,Mexico,1409,1538
China,import,ICT,Italy,2891,2890
China,import,ICT,Russia,1357,1458
China,import,ICT,Spain,4394,4271
China,import,ICT,Netherlands,1536,1438
China,import,ICT,Turkey,1162,1264
China,import,ICT,Indonesia,759,735
China,import,ICT,Saudi Arabia,1532,1651
China,import,ICT,South Africa,4350,4660
UK,export,Machinery,Germany,1741,1810
UK,export,Machinery,USA,757,821
UK,export,Machinery,France,2604,2843
UK,export,Machinery,Japan,4619,4258
UK,export,Machinery,China,3323,3330
UK,export,Machinery,India,3840,3893
UK,export,Machinery,Canada,3679,3942
UK,export,Machinery,Brazil,4018,3711
UK,export,Machinery,Australia,4639,5127
UK,export,Machinery,South Korea,1114,1020
UK,export,Machinery,Mexico,1289,1256
UK,export,Machinery,Italy,3154,3201
UK,export,Machinery,Russia,1962,1813
UK,export,Machinery,Spain,1751,1672
UK,export,Machinery,Netherlands,623,644
UK,export,Machinery,Turkey,3140,3200
UK,export,Machinery,Indonesia,1197,1215
UK,export,Machinery,Saudi Arabia,1512,1439
UK,export,Machinery,South Africa,3660,3447
UK,export,Chemicals,Germany,3392,3277
UK,export,Chemicals,USA,3480,3846
UK,export,Chemicals,France,3454,3144
UK,export,Chemicals,Japan,3184,3361
UK,export,Chemicals,China,1948,1945
UK,export,Chemicals,India,2022,2172
UK,export,Chemicals,Canada,4612,4247
UK,export,Chemicals,Brazil,4647,4713
UK,export,Chemicals,Australia,3303,3449
UK,export,Chemicals,South Korea,3776,3571
UK,export,Chemicals,Mexico,2744,2709
UK,export,Chemicals,Italy,2434,2422
UK,export,Chemicals,Russia,1247,1340
UK,export,Chemicals,Spain,529,481
UK,export,Chemicals,Netherlands,3107,3378
UK,export,Chemicals,Turkey,3391,3486
UK,export,Chemicals,Indonesia,4226,4215
UK,export,Chemicals,Saudi Arabia,4858,5159
UK,export,Chemicals,South Africa,4432,4811
UK,export,Electronics,Germany,4587,4559
UK,export,Electronics,USA,1184,1081
UK,export,Electronics,France,4250,4186
UK,export,Electronics,Japan,4317,4384
UK,export,Electronics,China,1544,1453
UK,export,Electronics,India,3725,3896
UK,export,Electronics,Canada,2540,2350
UK,export,Electronics,Brazil,1551,1421
UK,export,Electronics,Australia,3488,3294
UK,export,Electronics,South Korea,2367,2233
UK,export,Electronics,Mexico,2240,2401
UK,export,Electronics,Italy,523,486
UK,export,Electronics,Russia,2361,2565
UK,export,Electronics,Spain,3914,4203
UK,export,Electronics,Netherlands,1022,983
UK,export,Electronics,Turkey,2499,2611
UK,export,Electronics,Indonesia,1181,1108
UK,export,Electronics,Saudi Arabia,1938,1903
UK,export,Electronics,South Africa,4189,4541
UK,export,Automotive,Germany,1899,1819
UK,export,Automotive,USA,4267,4399
UK,export,Automotive,France,4297,4081
UK,export,Automotive,Japan,1611,1492
UK,export,Automotive,China,2392,2431
UK,export,Automotive,India,4398,4057
UK,export,Automotive,Canada,1980,1945
UK,export,Automotive,Brazil,1623,1688
UK,export,Automotive,Australia,777,780
UK,export,Automotive,South Korea,2904,2966
UK,export,Automotive,Mexico,3138,2912
UK,export,Automotive,Italy,4003,4098
UK,export,Automotive,Russia,4945,5345
UK,export,Automotive,Spain,2040,2136
UK,export,Automotive,Netherlands,2465,2394
UK,export,Automotive,Turkey,795,759
UK,export,Automotive,Indonesia,687,699
UK,export,Automotive,Saudi Arabia,964,945
UK,export,Automotive,South Africa,603,612
UK,export,Agriculture,Germany,3562,3441
UK,export,Agriculture,USA,4538,4666
UK,export,Agriculture,France,3580,3430
UK,export,Agriculture,Japan,2480,2615
UK,export,Agriculture,China,727,694
UK,export,Agriculture,India,4983,4717
UK,export,Agriculture,Canada,1002,983
UK,export,Agriculture,Brazil,1600,1772
UK,export,Agriculture,Australia,673,670
UK,export,Agriculture,South Korea,842,810
UK,export,Agriculture,Mexico,3975,3874
UK,export,Agriculture,Italy,1962,2174
UK,export,Agriculture,Russia,2765,2614
UK,export,Agriculture,Spain,4465,4616
UK,export,Agriculture,Netherlands,2725,2590
UK,export,Agriculture,Turkey,4411,4226
UK,export,Agriculture,Indonesia,3119,3449
UK,export,Agriculture,Saudi Arabia,4033,3755
UK,export,Agriculture,South Africa,4785,4482
UK,export,Textiles,Germany,1868,1825
UK,export,Textiles,USA,3273,3568
UK,export,Textiles,France,4423,4785
UK,export,Textiles,Japan,1408,1320
UK,export,Textiles,China,3478,3658
UK,export,Textiles,India,2649,2456
UK,export,Textiles,Canada,4547,4257
UK,export,Textiles,Brazil,3634,3369
UK,export,Textiles,Australia,2575,2533
UK,export,Textiles,South Korea,2474,2647
UK,export,Textiles,Mexico,3480,3844
UK,export,Textiles,Italy,3733,3741
UK,export,Textiles,Russia,1956,1806
UK,export,Textiles,Spain,774,839
UK,export,Textiles,Netherlands,3372,3495
UK,export,Textiles,Turkey,4662,4398
UK,export,Textiles,Indonesia,3419,3156
UK,export,Textiles,Saudi Arabia,2448,2564
UK,export,Textiles,South Africa,1334,1252
UK,export,Pharmaceuticals,Germany,2545,2729
UK,export,Pharmaceuticals,USA,4019,4279
UK,export,Pharmaceuticals,France,3880,3699
UK,export,Pharmaceuticals,Japan,4790,5285
UK,export,Pharmaceuticals,China,3942,3634
UK,export,Pharmaceuticals,India,3537,3750
UK,export,Pharmaceuticals,Canada,3143,2939
UK,export,Pharmaceuticals,Brazil,2200,2162
UK,export,Pharmaceuticals,Australia,4264,4686
UK,export,Pharmaceuticals,South Korea,1760,1930
UK,export,Pharmaceuticals,Mexico,3998,4238
UK,export,Pharmaceuticals,Italy,4444,4368
UK,export,Pharmaceuticals,Russia,4372,4132
UK,export,Pharmaceuticals,Spain,3132,3320
UK,export,Pharmaceuticals,Netherlands,4603,4770
UK,export,Pharmaceuticals,Turkey,4098,4045
UK,export,Pharmaceuticals,Indonesia,1481,1619
UK,export,Pharmaceuticals,Saudi Arabia,4210,3867
UK,export,Pharmaceuticals,South Africa,3669,3360
UK,export,Metals,Germany,1366,1360
UK,export,Metals,USA,1657,1659
UK,export,Metals,France,1123,1194
UK,export,Metals,Japan,831,878
UK,export,Metals,China,3250,3513
UK,export,Metals,India,1931,2052
UK,export,Metals,Canada,4272,4436
UK,export,Metals,Brazil,2551,2560
UK,export,Metals,Australia,2323,2419
UK,export,Metals,South Korea,3542,3680
UK,export,Metals,Mexico,749,788
UK,export,Metals,Italy,2811,2731
UK,export,Metals,Russia,1676,1545
UK,export,Metals,Spain,4555,4801
UK,export,Metals,Netherlands,4423,4786
UK,export,Metals,Turkey,3607,3406
UK,export,Metals,Indonesia,4770,4750
UK,export,Metals,Saudi Arabia,4616,4215
UK,export,Metals,South Africa,2120,2222
UK,export,Plastics,Germany,2746,2966
UK,export,Plastics,USA,3285,3059
UK,export,Plastics,France,2338,2496
UK,export,Plastics,Japan,4746,4530
UK,export,Plastics,China,3813,3582
UK,export,Plastics,India,4098,4001
UK,export,Plastics,Canada,4184,4045
UK,export,Plastics,Brazil,4341,4448
UK,export,Plastics,Australia,4494,4794
UK,export,Plastics,South Korea,3060,3256
UK,export,Plastics,Mexico,3869,4128
UK,export,Plastics,Italy,2864,3017
UK,export,Plastics,Russia,511,512
UK,export,Plastics,Spain,3917,3718
UK,export,Plastics,Netherlands,4638,4305
UK,export,Plastics,Turkey,4302,3924
UK,export,Plastics,Indonesia,2938,3155
UK,export,Plastics,Saudi Arabia,3473,3639
UK,export,Plastics,South Africa,4308,4075
UK,export,Minerals,Germany,2057,1879
UK,export,Minerals,USA,1742,1589
UK,export,Minerals,France,3147,2922
UK,export,Minerals,Japan,1602,1720
UK,export,Minerals,China,3470,3342
UK,export,Minerals,India,1299,1426
UK,export,Minerals,Canada,1167,1191
UK,export,Minerals,Brazil,3755,3636
UK,export,Minerals,Australia,2638,2646
UK,export,Minerals,South Korea,4483,4440
UK,export,Minerals,Mexico,2590,2577
UK,export,Minerals,Italy,2675,2905
UK,export,Minerals,Russia,1335,1318
UK,export,Minerals,Spain,3349,3265
UK,export,Minerals,Netherlands,4529,4257
UK,export,Minerals,Turkey,3702,3714
UK,export,Minerals,Indonesia,695,766
UK,export,Minerals,Saudi Arabia,2277,2267
UK,export,Minerals,South Africa,4025,3863
UK,export,Food Products,Germany,529,529
UK,export,Food Products,USA,3528,3283
UK,export,Food Products,France,1346,1397
UK,export,Food Products,Japan,639,625
UK,export,Food Products,China,2364,2508
UK,export,Food Products,India,3296,3086
UK,export,Food Products,Canada,1306,1268
UK,export,Food Products,Brazil,1591,1595
UK,export,Food Products,Australia,1392,1375
UK,export,Food Products,South Korea,3024,2790
UK,export,Food Products,Mexico,1261,1218
UK,export,Food Products,Italy,906,863
UK,export,Food Products,Russia,2529,2325
UK,export,Food Products,Spain,725,775
UK,export,Food Products,Netherlands,1667,1541
UK,export,Food Products,Turkey,2797,2678
UK,export,Food Products,Indonesia,3528,3571
UK,export,Food Products,Saudi Arabia,4674,4438
UK,export,Food Products,South Africa,734,673
UK,export,Wood Products,Germany,2491,2405
UK,export,Wood Products,USA,2511,2665
UK,export,Wood Products,France,4669,4627
UK,export,Wood Products,Japan,712,726
UK,export,Wood Products,China,1616,1664
UK,export,Wood Products,India,668,612
UK,export,Wood Products,Canada,1408,1302
UK,export,Wood Products,Brazil,4447,4658
UK,export,Wood Products,Australia,2162,2088
UK,export,Wood Products,South Korea,1787,1760
UK,export,Wood Products,Mexico,2597,2454
UK,export,Wood Products,Italy,1224,1244
UK,export,Wood Products,Russia,688,639
UK,export,Wood Products,Spain,1276,1176
UK,export,Wood Products,Netherlands,967,945
UK,export,Wood Products,Turkey,4285,4463
UK,export,Wood Products,Indonesia,871,908
UK,export,Wood Products,Saudi Arabia,1811,1785
UK,export,Wood Products,South Africa,1814,1942
UK,export,Energy,Germany,1655,1780
UK,export,Energy,USA,3308,3651
UK,export,Energy,France,3239,3592
UK,export,Energy,Japan,2947,3155
UK,export,Energy,China,977,928
UK,export,Energy,India,4132,4048
UK,export,Energy,Canada,4295,4612
UK,export,Energy,Brazil,4393,4046
UK,export,Energy,Australia,2505,2667
UK,export,Energy,South Korea,4532,4121
UK,export,Energy,Mexico,4226,4465
UK,export,Energy,Italy,3430,3635
UK,export,Energy,Russia,4952,5007
UK,export,Energy,Spain,874,934
UK,export,Energy,Netherlands,834,813
UK,export,Energy,Turkey,3541,3427
UK,export,Energy,Indonesia,4307,4752
UK,export,Energy,Saudi Arabia,3675,3750
UK,export,Energy,South Africa,3939,4197
UK,export,Services,Germany,1320,1304
UK,export,Services,USA,799,829
UK,export,Services,France,1355,1237
UK,export,Services,Japan,4744,4605
UK,export,Services,China,643,606
UK,export,Services,India,2137,1996
UK,export,Services,Canada,558,585
UK,export,Services,Brazil,4433,4766
UK,export,Services,Australia,4300,4269
UK,export,Services,South Korea,2012,1974
UK,export,Services,Mexico,2519,2511
UK,export,Services,Italy,4580,4248
UK,export,Services,Russia,613,629
UK,export,Services,Spain,4031,3974
UK,export,Services,Netherlands,3588,3919
UK,export,Services,Turkey,2202,2193
UK,export,Services,Indonesia,771,816
UK,export,Services,Saudi Arabia,4396,4558
UK,export,Services,South Africa,4542,4529
UK,export,ICT,Germany,2723,2627
UK,export,ICT,USA,1936,1779
UK,export,ICT,France,789,728
UK,export,ICT,Japan,2999,3238
UK,export,ICT,China,2266,2429
UK,export,ICT,India,3866,3578
UK,export,ICT,Canada,4797,5189
UK,export,ICT,Brazil,4647,4676
UK,export,ICT,Australia,923,1015
UK,export,ICT,South Korea,4049,3848
UK,export,ICT,Mexico,4906,5376
UK,export,ICT,Italy,4443,4561
UK,export,ICT,Russia,4329,4348
UK,export,ICT,Spain,3224,3518
UK,export,ICT,Netherlands,4019,3660
UK,export,ICT,Turkey,1619,1564
UK,export,ICT,Indonesia,2394,2546
UK,export,ICT,Saudi Arabia,1843,1976
UK,export,ICT,South Africa,1358,1345
UK,import,Machinery,Germany,4746,4382
UK,import,Machinery,USA,2976,2886
UK,import,Machinery,France,3698,3485
UK,import,Machinery,Japan,4490,4695
UK,import,Machinery,China,2402,2309
UK,import,Machinery,India,880,910
UK,import,Machinery,Canada,3431,3560
UK,import,Machinery,Brazil,3181,3484
UK,import,Machinery,Australia,2463,2623
UK,import,Machinery,South Korea,1170,1143
UK,import,Machinery,Mexico,755,835
UK,import,Machinery,Italy,3180,3520
UK,import,Machinery,Russia,4300,4305
UK,import,Machinery,Spain,2175,2137
UK,import,Machinery,Netherlands,3882,3686
UK,import,Machinery,Turkey,1676,1658
UK,import,Machinery,Indonesia,4554,4777
UK,import,Machinery,Saudi Arabia,3210,3230
UK,import,Machinery,South Africa,1598,1555
UK,import,Chemicals,Germany,3593,3650
UK,import,Chemicals,USA,4615,4778
UK,import,Chemicals,France,3766,3650
UK,import,Chemicals,Japan,1774,1785
UK,import,Chemicals,China,1511,1434
UK,import,Chemicals,India,2095,1933
UK,import,Chemicals,Canada,1648,1786
UK,import,Chemicals,Brazil,4124,3759
UK,import,Chemicals,Australia,1262,1169
UK,import,Chemicals,South Korea,3859,3682
UK,import,Chemicals,Mexico,4121,4153
UK,import,Chemicals,Italy,3452,3570
UK,import,Chemicals,Russia,3944,4368
UK,import,Chemicals,Spain,724,790
UK,import,Chemicals,Netherlands,2413,2377
UK,import,Chemicals,Turkey,1395,1311
UK,import,Chemicals,Indonesia,1119,1225
UK,import,Chemicals,Saudi Arabia,4723,4941
UK,import,Chemicals,South Africa,2132,1995
UK,import,Electronics,Germany,2749,2845
UK,import,Electronics,USA,1123,1042
UK,import,Electronics,France,2793,2643
UK,import,Electronics,Japan,4825,4856
UK,import,Electronics,China,4065,4040
UK,import,Electronics,India,1177,1153
UK,import,Electronics,Canada,4980,4591
UK,import,Electronics,Brazil,874,828
UK,import,Electronics,Australia,4525,4446
UK,import,Electronics,South Korea,1616,1596
UK,import,Electronics,Mexico,4521,4419
UK,import,Electronics,Italy,673,714
UK,import,Electronics,Russia,3633,3479
UK,import,Electronics,Spain,3790,4111
UK,import,Electronics,Netherlands,4390,4445
UK,import,Electronics,Turkey,886,947
UK,import,Electronics,Indonesia,1368,1279
UK,import,Electronics,Saudi Arabia,2382,2198
UK,import,Electronics,South Africa,4340,4653
UK,import,Automotive,Germany,2941,3080
UK,import,Automotive,USA,4787,4702
UK,import,Automotive,France,2519,2572
UK,import,Automotive,Japan,2838,2793
UK,import,Automotive,China,4945,4684
UK,import,Automotive,India,3857,3556
UK,import,Automotive,Canada,3722,3497
UK,import,Automotive,Brazil,2092,2017
UK,import,Automotive,Australia,4898,4920
UK,import,Automotive,South Korea,2977,3282
UK,import,Automotive,Mexico,825,897
UK,import,Automotive,Italy,1440,1466
UK,import,Automotive,Russia,1735,1834
UK,import,Automotive,Spain,1054,1097
UK,import,Automotive,Netherlands,3643,3478
UK,import,Automotive,Turkey,1892,1845
UK,import,Automotive,Indonesia,3754,3679
UK,import,Automotive,Saudi Arabia,2859,2846
UK,import,Automotive,South Africa,4456,4434
UK,import,Agriculture,Germany,4877,4920
UK,import,Agriculture,USA,735,681
UK,import,Agriculture,France,3695,3985
UK,import,Agriculture,Japan,2884,2832
UK,import,Agriculture,China,3658,3500
UK,import,Agriculture,India,4243,4072
UK,import,Agriculture,Canada,1472,1530
UK,import,Agriculture,Brazil,4785,5246
UK,import,Agriculture,Australia,3421,3662
UK,import,Agriculture,South Korea,4401,4336
UK,import,Agriculture,Mexico,2685,2508
UK,import,Agriculture,Italy,2232,2449
UK,import,Agriculture,Russia,1478,1377
UK,import,Agriculture,Spain,837,867
UK,import,Agriculture,Netherlands,3717,3457
UK,import,Agriculture,Turkey,1609,1481
UK,import,Agriculture,Indonesia,4927,4805
UK,import,Agriculture,Saudi Arabia,4248,4307
UK,import,Agriculture,South Africa,3256,3468
UK,import,Textiles,Germany,4072,3914
UK,import,Textiles,USA,574,608
UK,import,Textiles,France,3972,3854
UK,import,Textiles,Japan,4035,3748
UK,import,Textiles,China,768,794
UK,import,Textiles,India,1652,1717
UK,import,Textiles,Canada,4442,4114
UK,import,Textiles,Brazil,4759,4436
UK,import,Textiles,Australia,2829,2575
UK,import,Textiles,South Korea,1721,1805
UK,import,Textiles,Mexico,638,664
UK,import,Textiles,Italy,4498,4396
UK,import,Textiles,Russia,3346,3248
UK,import,Textiles,Spain,1504,1373
UK,import,Textiles,Netherlands,4260,3913
UK,import,Textiles,Turkey,3603,3788
UK,import,Textiles,Indonesia,2766,2864
UK,import,Textiles,Saudi Arabia,3950,3738
UK,import,Textiles,South Africa,3732,4114
UK,import,Pharmaceuticals,Germany,547,562
UK,import,Pharmaceuticals,USA,3975,3874
UK,import,Pharmaceuticals,France,2298,2224
UK,import,Pharmaceuticals,Japan,1818,1937
UK,import,Pharmaceuticals,China,1813,1863
UK,import,Pharmaceuticals,India,2546,2329
UK,import,Pharmaceuticals,Canada,1563,1465
UK,import,Pharmaceuticals,Brazil,651,625
UK,import,Pharmaceuticals,Australia,3775,3882
UK,import,Pharmaceuticals,South Korea,3718,3960
UK,import,Pharmaceuticals,Mexico,3499,3708
UK,import,Pharmaceuticals,Italy,3292,3542
UK,import,Pharmaceuticals,Russia,2051,2018
UK,import,Pharmaceuticals,Spain,507,469
UK,import,Pharmaceuticals,Netherlands,1319,1440
UK,import,Pharmaceuticals,Turkey,2077,2098
UK,import,Pharmaceuticals,Indonesia,4281,4270
UK,import,Pharmaceuticals,Saudi Arabia,984,955
UK,import,Pharmaceuticals,South Africa,1562,1608
UK,import,Metals,Germany,4964,4816
UK,import,Metals,USA,2304,2199
UK,import,Metals,France,3851,3856
UK,import,Metals,Japan,2531,2549
UK,import,Metals,China,2227,2054
UK,import,Metals,India,2309,2147
UK,import,Metals,Canada,2992,3234
UK,import,Metals,Brazil,3799,3543
UK,import,Metals,Australia,3092,3422
UK,import,Metals,South Korea,1507,1548
UK,import,Metals,Mexico,4971,5013
UK,import,Metals,Italy,2788,2970
UK,import,Metals,Russia,2771,2877
UK,import,Metals,Spain,655,617
UK,import,Metals,Netherlands,698,698
UK,import,Metals,Turkey,1350,1331
UK,import,Metals,Indonesia,2163,2162
UK,import,Metals,Saudi Arabia,902,893
UK,import,Metals,South Africa,1567,1639
UK,import,Plastics,Germany,2242,2450
UK,import,Plastics,USA,547,543
UK,import,Plastics,France,2305,2522
UK,import,Plastics,Japan,2474,2290
UK,import,Plastics,China,4303,4411
UK,import,Plastics,India,4210,4329
UK,import,Plastics,Canada,2871,2993
UK,import,Plastics,Brazil,3067,2910
UK,import,Plastics,Australia,4467,4378
UK,import,Plastics,South Korea,1037,1094
UK,import,Plastics,Mexico,1587,1646
UK,import,Plastics,Italy,2580,2466
UK,import,Plastics,Russia,1317,1312
UK,import,Plastics,Spain,2099,2331
