country_a,country_b,year,total_export_A_to_B,total_import_A_from_B,trade_volume,bec_1_export_A_to_b,bec_2_export_A_to_b,bec_3_export_A_to_b,bec_4_export_A_to_b,bec_5_export_A_to_b,bec_6_export_A_to_b,bec_7_export_A_to_b,bec_8_export_A_to_b,bec_1_import_A_from_B,bec_2_import_A_from_B,bec_3_import_A_from_B,bec_4_import_A_from_B,bec_5_import_A_from_B,bec_6_import_A_from_B,bec_7_import_A_from_B,bec_8_import_A_from_B,scenario
CHE,PHL,2025,329982552.6006105,396333335.08216953,726315887.68278,3194727.663573615,691358.0772912133,4885365.473335813,287798149.88375884,693693.8811798758,5316370.822519698,27346200.427138798,56686.371812667894,44860114.845495254,22597773.11784501,25733361.598522794,191670464.185282,3266545.7675854904,21264826.16268486,63912921.23303977,23027328.171714325,forecast
CHE,PHL,2026,367761711.9566427,385665167.0213152,753426878.977958,1695828.8685879137,307179.6226006503,2977202.6985735395,333045255.69115025,382025.07845239097,2611375.075023496,26717852.613474865,24992.30877959185,49830118.81202818,24711909.409842007,24840853.846128948,174295205.12261727,1911944.9983811283,18993440.105310723,59652595.01614758,31429099.71085942,forecast
CHE,SGP,2024,6379461257.105404,3541175765.754134,9920637022.859539,42589917.92840221,1309107838.1963465,214807813.02791122,1955830932.1435413,60906009.06189591,85205379.37159581,2663542655.4835234,47470711.89218702,32689945.453038707,172710650.82456696,151832476.72606754,1443727706.6776664,95042950.4715999,53552540.483492754,1563008082.8225017,28611412.295200218,forecast
CHE,SGP,2025,6216929808.61604,4366042091.382152,10582971899.998192,39194446.329511635,1231483191.6054442,198546986.0874381,1876988817.3424294,61895377.4521596,91086339.68162103,2678613225.7184896,39121424.39894713,36185115.65512096,163526079.54009792,171072486.1083491,1930881416.1444178,106162137.52125688,68506860.03158738,1867973926.8291826,21734069.55213817,forecast
CHE,SGP,2026,6034328789.597288,5405983232.691361,11440312022.28865,35797955.568374425,1163750028.4795227,183376348.7142426,1775566312.899396,62591130.236083046,97810787.47840811,2683314560.1488457,32121666.072415054,39958061.62358481,154190646.42731214,193156237.7615437,2566163129.9926267,118667110.75817388,87771663.35395625,2229789213.479808,16287169.294356694,forecast
CHE,THA,2024,2925884750.843101,3405047869.993166,6330932620.836267,87501150.62569533,70532893.31113906,196781949.88442987,1719266569.9874558,180321792.7250826,169192633.25825813,495627114.55434245,6660646.496698061,33847074.41786183,18532814.513810508,76166663.55648214,2820522095.511041,69773671.35300292,24309035.1890163,351941362.21427685,9955153.237674309,forecast
CHE,THA,2025,2810336266.8464866,3706188803.7414885,6516525070.587975,90113042.99738018,94794743.12125772,278363002.80763507,1206871368.9336908,248672460.4694792,224723460.97581434,654873324.5097696,11924863.0314596,23850910.1908137,13111554.667531785,55913099.71604166,3218334406.6473446,56790223.0309371,14436544.2483608,304486104.66270137,19265960.577758037,forecast
CHE,THA,2026,2901796404.059624,3943497422.584448,6845293826.644072,87336456.9792418,128371440.21321528,405524701.7113251,806776588.6701361,327738978.7442427,316473604.25673836,809023865.3539834,20550768.130741723,16056954.815207005,9180670.322017582,39966452.442794584,3525924940.873487,45360575.53656989,8544089.6882875,262301779.93899423,36161958.96708978,forecast
CHE,USA,2024,43556659529.61383,23889475178.716404,67446134708.33023,1378784590.6156576,2856257277.0733047,3002286522.5511293,10416001944.334787,1943134900.4007635,700872113.7025015,23162564519.608948,96757661.326738,744482399.2054064,2616462647.4586234,1671063641.1119196,7769207542.514925,524124409.7130149,382609828.3687569,8079350069.038746,2102174641.3050127,forecast
CHE,USA,2025,40418823244.238884,27252862317.02565,67671685561.264534,1258397064.7478185,2948522204.7849593,2791363606.704408,7803192270.262359,1983243906.4289508,710170465.0882504,22859792536.420616,64141189.8015229,884295616.4521574,3723510826.023067,1916508001.1993206,8268909374.108871,668759983.5495235,446051463.1544359,8943988722.69055,2400838329.847724,forecast
CHE,USA,2026,37781648725.9492,31072861798.54999,68854510524.49919,1143645935.8605762,3042417831.760482,2599053141.3594584,5675168242.3607855,2016065586.2035348,726376014.4530898,22537453460.22049,41468513.73078685,1041744311.9932787,5271129262.265146,2201795513.809868,8597399981.687613,847892312.7284822,522697126.85220313,9869598724.990114,2720604564.2232842,forecast
CHE,VNM,2024,328397356.71794856,120553789.87424709,448951146.59219563,29554007.961097352,5884351.237333918,47714325.00876072,85880841.4326821,22994442.614555445,90641024.5542386,44979134.29606851,749229.6132119101,10302560.725060994,6277314.331260753,12113327.892570462,56365502.5157705,5703305.604969932,4802187.555109922,21100947.433759514,3888643.815745015,forecast
CHE,VNM,2025,278119566.46482384,82461797.64849336,360581364.1133172,28302785.234602563,5989092.44056854,47372487.81906876,41408682.02878038,20750402.93397959,95870888.8025036,38046293.48364017,378933.72168022144,7941057.06456139,5388506.688827069,7643964.015192512,37766792.382940486,3969382.2594075133,2320433.103744782,15212231.82954198,2219430.3042776235,forecast
CHE,VNM,2026,250851968.22046882,51938898.36593322,302790866.58640206,26760668.044742938,5974930.041221924,46833338.92401917,19048456.231291357,18710403.847760506,101352261.58808318,31995226.11106659,176683.4322831715,6002380.535691572,4661124.99452264,4841216.684450874,20424107.144483354,2700568.286334036,1119717.6672624252,10938784.37960466,1250998.6735836463,forecast
CHN,DEU,2024,75533177661.68155,75687739491.33766,151220917153.01923,2463090786.7341604,7801233231.518843,20819360285.928356,4143253361.694369,20256344066.807312,9663461252.052452,10028695964.928833,357738712.01722556,1727539544.2420943,6930190829.195268,19806535751.63499,3978554705.693392,17724665729.765163,17513087659.235928,6038387475.384556,1968777796.1862571,forecast
CHN,DEU,2025,74984126770.21469,72239305964.06403,147223432734.27872,2286986536.8708887,7674369309.387084,20570149876.27762,3493314705.0230494,21075525677.20252,9652144440.026762,10044631614.996832,187004610.4299528,1516112490.055924,7331736299.730385,18746205013.559704,3199799611.4100757,16480001487.020054,17726939754.104496,5401238847.930014,1837272460.2533824,forecast
CHN,DEU,2026,74341453231.72063,68674755302.49084,143016208534.21146,2110468940.9983366,7495846177.931119,20290314813.068256,2930369853.008636,21834046409.534336,9608093260.059616,9977172379.652021,95141397.46830547,1310707322.7692273,7477806507.266725,17656609011.716446,2563166412.7480946,15233173529.263384,17980537698.48663,4776956927.8271885,1675797892.4131489,forecast
CHN,FRA,2024,30906566543.928112,22684861925.605453,53591428469.53357,2684738426.2379713,1985903200.6657221,7241917257.018448,3244583333.5071836,7632734549.092637,2434301033.120723,4903508762.954891,778879981.3305343,1500133111.9063394,1924152508.1769457,5993870526.129311,2291449227.927609,5877121049.857831,2332900581.1451745,2713339857.577216,51895062.88502602,forecast
CHN,FRA,2025,29880276499.45693,25321738769.6701,55202015269.12703,2490385356.003078,1833973594.7519412,7089228307.2062025,2867215305.09385,8579410574.397925,2077431315.0490549,4330572216.113733,612059830.841143,1481282329.1127617,2354848251.889077,6627029728.863321,2041946472.3098373,7277211830.719434,2729432099.050179,2773236449.4046016,36751608.32089001,forecast
CHN,FRA,2026,28767497079.882896,28282774667.23559,57050271747.118484,2225635225.215421,1682665236.4348245,6870787198.551944,2520485927.213591,9475466172.925985,1785489286.8643181,3749294441.7157736,457673590.96103656,1423237165.4672067,2861096261.3161283,7315716747.574736,1814705069.0997756,8852404069.464193,3190422730.251188,2799961878.8972225,25230745.16514082,forecast
CHN,HKG,2024,215619498984.10703,252454670809.8521,468074169793.9591,8657369192.511824,11016018370.694822,24976830013.99074,27973007910.417953,12807783665.321125,121254518793.4825,7358085406.290646,1575885631.397416,5898165241.948117,6856132698.129541,23781427200.367493,37044590208.08631,9825032316.350828,159068190523.18533,9087273066.12341,893859555.6610584,forecast
CHN,HKG,2025,222552483726.25864,256684748286.03458,479237232012.2932,8847404283.378069,11335908720.550179,23285096051.13267,29958406966.959225,14060242378.214449,127314740572.40208,6358030680.489594,1392654073.1323812,5699109512.949137,6399375672.903332,22103245830.434822,47023247889.16899,10140131794.743156,156409532245.23682,8081058907.7718,829046432.8265504,forecast
CHN,HKG,2026,229617147870.71494,263554259699.7473,493171407570.4623,9003908902.92252,11595198557.543964,21634644184.019302,31815152460.36191,15274558830.648483,133656600594.08955,5466815492.207109,1170268848.9220707,5458846043.12331,5953977662.877042,20456605440.36031,58506380151.13834,10396445482.126839,154879859546.1371,7142677818.992096,759467554.992271,forecast
CHN,IDN,2024,58568062224.57601,56085607486.1301,114653669710.70612,5828863497.2773485,19614211707.944035,12229521134.492752,3020086484.481938,12237120581.104446,4295238605.858805,1236468769.7267084,106551443.68997715,6333122695.906032,18294940412.636097,10877694788.235851,2366504277.5282555,12279052192.826069,4579064901.690888,1100525476.9964116,254702740.3104835,forecast
CHN,IDN,2025,69488802401.2192,68039776028.61139,137528578429.83057,6488126248.004089,24947376219.373875,13791633360.471895,2989723490.8562727,14701253129.573025,5291592522.282286,1200327959.6046963,78769471.05305687,7280938519.067975,24299264702.7989,12352908565.063616,2515212193.066121,15021858371.354488,5052822669.726101,1136018051.1016457,380752956.43253493,forecast
CHN,IDN,2026,82356690360.11111,82217159503.19821,164573849863.30933,7170512197.6945305,31387891635.124283,15520147014.619944,2939814708.5013547,17595906957.477013,6528186563.312985,1158522060.6951716,55709222.68582158,8196502226.896424,31767445041.749847,13981262338.055984,2655606851.3535547,18339332350.233105,5558417094.162171,1163979996.7381706,554613604.0089613,forecast
CHN,IND,2024,101756183630.42358,10042612401.536558,111798796031.96014,5884787474.908865,18366968379.30552,23884872185.759483,9381715232.54342,9477723138.737709,29678884332.6351,4977951777.298829,103281109.23464675,507200104.60700494,1831423746.6719124,2049798406.766237,646565222.6824564,916315513.4251406,3646426996.7937036,432011631.90084195,12870778.689261356,forecast
CHN,IND,2025,114862435240.81439,8171477378.489236,123033912619.30363,6773852528.0803,19660070285.372784,25947954431.795418,10757559745.509827,10281525284.556643,36153406965.88989,5198057845.230529,90008154.37900305,364035753.3656344,1353223292.83809,1549967689.3897133,509288644.92914593,715772014.851426,3369751243.352586,304658272.72545326,4780467.037187973,forecast
CHN,IND,2026,129962621700.03041,6697964645.853735,136660586345.88414,7667182258.386492,21029156151.114243,28160355765.99588,12202017778.000368,11079024414.857426,44348829674.63025,5399109805.169782,76945851.8759767,255405574.4659919,1001041856.9921862,1160454596.225698,394310652.92433417,556078222.5630074,3117096320.8963113,211918567.77686852,1658854.0093371898,forecast
CHN,JPN,2024,116106877910.36726,86862453117.97876,202969331028.346,4841878110.994841,16143043447.016253,30840190950.7867,9331729794.40169,14428186619.897285,30429525929.34926,9252514334.746344,839808723.1748897,3667741734.872126,11413905622.202534,24004252161.332954,7396086516.027583,9893467727.797712,23509251544.622395,5041295061.436152,1936452749.6873014,forecast
CHN,JPN,2025,112935986330.40097,79883190949.04683,192819177279.4478,4771592201.399376,16302765362.37343,29972810221.669476,8495307353.781386,13763736508.544132,30132037608.48275,8794773480.556767,702963593.5936598,3476628648.8106165,11099487632.806757,22813365963.03211,6606440186.460976,8577631629.044082,21929584795.537548,4306402096.493376,1073649996.8613563,forecast
CHN,JPN,2026,109857855072.52812,73709785887.67645,183567640960.2046,4686234032.455689,16353723674.862276,29080266728.548714,7679630519.7221575,13132481173.42159,29996709192.920486,8360003572.158398,568806178.4388018,3275146386.8165493,10811245528.565512,21598302939.341114,5893180459.470807,7454644798.109139,20418562604.375767,3677652289.719199,581050881.2783682,forecast
CHN,KOR,2024,117812224275.888,89906578008.49272,207718802284.38074,3450844950.277358,24609193747.809498,21832015736.170876,5321186926.152655,14035904922.751865,43635646923.64825,3747891825.0113297,1179539244.066161,2753180316.6275887,21567158845.763737,17870014267.787624,3478685299.1848407,11579045455.694592,29245842914.473656,3381738066.7087903,30912842.251886256,forecast
CHN,KOR,2025,122921499494.99026,86285094176.51752,209206593671.50778,3799781077.917611,28061361249.171944,23113033588.215748,5490296769.909888,16687923253.836054,41248964789.30444,3099003121.473511,1421135645.1610787,2678208806.0810375,22142408644.89025,17257089744.35166,3140512784.4686737,11920061783.890776,26440241918.68176,2686093558.0935383,20476936.059821285,forecast
CHN,KOR,2026,128620473540.469,82884065617.04816,211504539157.51715,4159570755.0866413,31710893989.693703,24280848744.301888,5653537376.216235,19749575773.42595,38861880056.13031,2532168326.3226395,1671998519.2916198,2592308863.0773897,22565867724.98672,16623459755.212637,2830287641.4514327,12232949599.024563,23924276191.756203,2102032604.5057087,12883237.033514777,forecast
CHN,MYS,2024,73000022031.72736,30801960709.845154,103801982741.57251,3357588263.3912077,28503214345.14865,13425070332.395472,3899646115.3776093,4112305222.2025785,15890248156.06609,2565980938.092016,1245968659.0537481,1803596294.9227755,7286047074.869563,7205067575.543697,616682560.5749084,1993602806.989122,10795605833.659313,994074118.4962908,107284444.78948092,forecast
CHN,MYS,2025,79976038784.0529,29877896435.555313,109853935219.60822,3381928418.3272305,36476299761.4452,14225825189.048538,4366208091.885033,4435041484.760567,13113226032.653828,2703027270.636711,1274482535.2957866,1594571547.6791692,7549517726.180996,7363244610.828967,527611360.3899565,1909996271.9054735,9930720879.560095,900355667.9247434,101878371.08591306,forecast
CHN,MYS,2026,89348820995.03268,29027648895.152573,118376469890.18526,3355909156.077334,46428294451.33219,15004440071.856258,4800623414.638576,4746446655.660971,10888526231.609459,2849201283.3894014,1275379730.4685028,1392977605.629316,7775791980.79654,7502093781.587475,449755021.6885343,1812607609.8354797,9187656025.032434,810720037.7769803,96046832.8058123,forecast
CHN,NLD,2024,79960621766.50111,19407950697.179882,99368572463.681,3865755658.2290173,7122160362.550413,14653408807.338356,3436289211.2204876,7570632164.802338,37877956813.738304,4413668466.837571,1020750281.7846361,1273683894.6020842,2027643856.3463576,4131302228.7449517,1226990360.8989086,1748341319.1669981,7397178293.654119,1550738490.531308,52072253.235157,forecast
CHN,NLD,2025,84697406667.95042,20857891042.200947,105555297710.15137,3605989122.3251143,7454344855.065851,14866007029.967175,2859809483.39547,8494152097.129939,42573787605.63188,4287527834.2933083,555788640.1416924,1239714101.1283104,2261784078.873468,4552725760.801135,1198498187.4501765,2049733404.960141,8034625228.125705,1494936890.693051,25873390.168960936,forecast
CHN,NLD,2026,89730166229.24968,22395011410.29364,112125177639.54332,3319519371.005038,7638924526.96641,14951112887.383158,2356543837.6749635,9471080515.925577,47606464549.09669,4103032293.5320706,283488247.6657774,1203506337.9168725,2508091860.240846,5009674240.309397,1164605575.1840377,2392070632.8634415,8671781069.04378,1433038824.3744884,12242870.360780122,forecast
CHN,PHL,2024,41252172183.88452,8065547444.131028,49317719628.01555,2363562856.031067,6457580404.480674,11607821472.236105,3981657616.4586725,6407003792.218113,7819544707.883734,1983339509.1462753,631661825.4298748,592182927.7170278,1619850950.8149753,2215263887.377514,326167486.34892505,1297768341.8798115,1400607486.9615786,384819631.4898833,228886731.54131275,forecast
CHN,PHL,2025,41851669868.00621,8275183095.23564,50126852963.24185,2369537627.5302258,7415419990.675452,11963164626.563118,3738890010.9473457,7271255165.525022,6468958527.961579,1978164663.8724182,646279254.9310448,554170276.9593837,1778896874.2227721,2282505760.9868283,319464300.29217696,1534968100.6615338,1227495686.0615711,406215681.3354486,171466414.71592653,forecast
CHN,PHL,2026,42654025708.44796,8579935120.085483,51233960828.53344,2343149677.9309626,8445057516.036896,12274817998.319365,3478132873.2311826,8106148418.80104,5378595860.598176,1961238513.1457748,666884850.3845649,517778362.2827837,1950905967.0887268,2353342467.176699,312500080.4415062,1812720643.8659499,1076533294.6560771,428395684.69097584,127758619.88276249,forecast
CHN,SGP,2024,66569289016.35756,58724123682.07101,125293412698.42856,1485294830.7728724,14647378637.413969,14172649393.756018,5221161473.742924,9829375367.443121,15964045438.575138,4210106919.127429,1039276955.5260898,1422439745.1610477,13455780826.702211,7920098063.139843,3659536704.7380815,2713910822.7470317,24111675882.07757,4733135437.406151,707546200.099064,forecast
CHN,SGP,2025,74128296722.93214,69932501811.5396,144060798534.47174,1710195788.918215,16044286883.995314,17750483818.460625,5469251394.558163,12291348808.297596,15351432195.935879,4740324626.038008,770973206.7283531,1661812254.19294,16429612589.515957,10772647479.130243,4869458397.958854,3257914414.8717074,26549811652.05292,5708581101.265832,682663922.5511273,forecast
CHN,SGP,2026,83085376311.88103,83745761623.99046,166831137935.8715,1944443308.7644033,17528300902.13039,22125242025.8636,5616830375.635723,15152689461.88189,14837369756.129946,5314340825.501557,566159655.9735157,1918083721.508216,19951337574.111973,14580047475.833918,6380095856.589374,3912024991.2460065,29463226233.140945,6882092221.600965,658853549.9590629,forecast
CHN,THA,2024,63233422768.79446,25373159084.91276,88606581853.70721,10969345363.21733,8010551112.939844,16450372104.768482,3000859284.05964,7780772811.778295,13279005406.318085,2530820246.4121075,1211696439.3006678,4311557159.242624,3503592571.977719,7426765905.997382,957107549.3232033,3118175009.6203113,5220180432.478785,796773993.700739,39006462.57199964,forecast
CHN,THA,2025,68903630738.5439,25203758525.501904,94107389264.0458,12738436611.39097,8443194598.421816,18187461340.606174,3067409090.5534334,9434516663.872295,13182216056.372036,2507802634.085141,1342593743.2420201,4416304959.130623,3340152938.2009172,7525256082.112447,910569801.6749277,3008822695.976875,5225348617.691606,742281166.2593497,35022264.455159426,forecast
CHN,THA,2026,74642086066.42596,24985001519.53176,99627087585.95773,14513533492.90236,8824558004.81477,19892534094.30456,3105800976.9532676,11345573768.07577,13046071622.071936,2476550528.406996,1437463578.8963044,4470531651.033019,3186692758.5813785,7613162584.82637,864126020.1757077,2887332266.938816,5241556333.5456,691174611.6341771,30425292.796690788,forecast
CHN,USA,2024,387578040632.9525,111303574169.12065,498881614802.0732,26798343994.163956,46346732400.1668,100194864421.03421,38705538780.069695,51414580039.109535,74310345005.24762,37320094831.368645,12487541161.79207,11113169052.570923,16424102187.279219,22789313208.330498,7318108723.684319,11808427418.842482,23769513854.11799,14521062765.048916,3559876959.2462916,forecast
CHN,USA,2025,393631636636.6485,111694434558.22757,505326071194.8761,28561846487.12294,53667799851.261475,102218162022.07452,37200970976.76461,56653686953.17345,66135921206.14093,36611843825.30317,12581405314.807444,11700311888.225012,18462858029.033337,22440124683.193764,6418005882.945813,12983218210.65233,22310930789.326233,14682758686.964882,2696226387.8862,forecast
CHN,USA,2026,399498098167.4588,112282467055.16312,511780565222.62195,29638055945.71833,61581285854.44798,103431043801.51436,35565097789.06783,62170976317.68712,58946423292.23376,35656275510.61455,12508939656.17489,12115882261.789738,20614106060.72751,21979898153.851852,5588581692.746608,14215076975.215984,20956123117.9363,14788152857.11776,2024645935.7773805,forecast
CHN,VNM,2024,111723914915.47035,215682841196.6818,327406756112.15216,7543180551.248687,7264998096.688555,19945256792.73475,13105135978.067535,8776284252.832823,47276417175.52996,2554685365.9952474,5257956702.372789,7375906306.017144,8011647543.502149,8426234740.30355,6737947879.597139,5273032525.298879,5891120567.427535,900141237.3062983,173066810397.2291,forecast
CHN,VNM,2025,116746815558.72322,3996345424182.5205,4113092239741.2437,7866536400.224407,7185767180.037508,19959391811.180008,12990441349.373676,9803828128.279713,50509899648.08887,2379759155.1085973,6051191886.430448,9390564515.563852,10346024620.765757,8207095708.84429,7045040112.647841,5793990556.240133,5158384805.996217,888487312.9207658,3949515836549.5415,forecast
CHN,VNM,2026,121639734966.16486,93347784214314.95,93469423949281.12,8141295647.208762,7066256781.013915,19860417291.733192,12833240613.280935,10976675710.133287,53687336847.720764,2217269847.003114,6857242228.070894,11726926959.685562,13228872129.060871,7996320608.228617,7300960826.346788,6314184984.970198,4695453100.785811,875286680.609428,93295646209025.27,forecast
DEU,FRA,2024,99817465425.67455,67291400242.63285,167108865668.3074,9671055156.028946,12374463713.190914,22086306783.68254,4589528501.693088,29294037044.851036,5883179231.824103,11688202155.414204,4230692838.989709,6798394110.675001,9050997725.633303,14362462647.141214,3002047314.2251644,21517776714.790333,4196951249.335035,7660686186.896393,702084293.9364076,forecast
DEU,FRA,2025,102779677122.07326,69875403850.94383,172655080973.0171,9628766014.358263,12891285033.3162,23480643221.029896,4790775900.838823,30509467243.83412,6161508272.506122,12238019949.484264,3079211486.705568,6798698743.400125,9702926963.625444,15196867344.556242,3028973468.608461,22665283343.72865,4159424709.3928413,7862379518.003564,460849759.628512,forecast
DEU,FRA,2026,106154603141.0558,72537075868.63177,178691679009.68756,9570451657.876411,13375298782.56519,24944598101.682358,4990323258.646164,31771159473.619587,6459132695.123439,12811297266.511395,2232341905.031257,6781573338.926466,10292956165.717499,16055948951.725502,3044913003.102202,23870007823.578407,4130757575.7513456,8065036102.711094,295882907.119266,forecast
DEU,HKG,2024,4707491885.304518,4465037838.587921,9172529723.892439,275446384.2456274,354215865.1764698,1083639386.3698053,280203711.8486578,1178791822.2207534,674971029.8553699,747876063.4293704,112347622.15846367,137484699.20566666,132209218.15089469,914332290.9121957,195594073.6282304,668347512.2328832,1535302234.7353442,877256594.5624993,4511215.16020647,forecast
DEU,HKG,2025,4433203579.903076,4066887716.642466,8500091296.545542,274396125.2502775,314484797.1334191,1009611664.5456984,227819856.48753545,1190486072.0978708,587687604.2679763,745867369.2690638,82850090.85123499,113509366.25182652,99448339.41792336,817053084.4114807,141375217.41315797,615964256.8240689,1429554102.5109646,848276605.3124113,1706744.500632878,forecast
DEU,HKG,2026,4186896195.9186516,3704412418.2365813,7891308614.155233,270393176.35754126,278655205.4808465,938266733.5857906,179097027.4047423,1199406663.8921218,513965425.0377948,746463567.7543906,60648396.40542294,91543061.74683514,73966942.70556316,725680171.2956259,102092717.00162153,566733333.8499475,1326929533.7866733,816865196.532715,601461.3175995675,forecast
DEU,IDN,2024,3016390077.4295373,2149572189.5272655,5165962266.956802,334509668.4989027,482028136.7046299,675888367.027686,499724244.41388613,340879237.20377356,199091419.5974626,301101660.1227552,183167343.86044124,172438839.74422625,407733208.45753706,428216996.5216691,145523666.06506687,276896792.7475307,149379499.7157696,174665729.2262533,394717457.049213,forecast
DEU,IDN,2025,3304041374.539395,3651675896.241195,6955717270.78059,332948367.2588978,564030205.8592792,735921501.1208986,503048933.7638871,404024054.2190776,206101045.07506806,331970194.0162537,225997073.2260327,132379794.78806278,406516610.63872,384873450.2406545,94703077.56773448,297334195.0298186,126907885.8323444,151407634.4202126,2057553247.723648,forecast
DEU,IDN,2026,3616390774.250068,11930872564.334557,15547263338.584625,330679582.8799521,657124473.1472864,799275315.9145032,504069601.83894765,477734035.7081044,213860721.3520012,365107612.91108406,268539430.4981895,99955274.35905124,403582454.54417115,346075186.6702574,60062984.61354561,316992918.28493774,107853534.47884247,130434377.74716312,10465915833.636587,forecast
DEU,IND,2024,14072944381.68644,7458662498.472479,21531606880.15892,699510453.5245197,2506769744.953418,3800039881.174407,1420704482.7157443,3214331318.534092,791532421.4271122,1375371109.3645256,264684969.99262294,322357286.8129877,1229142568.367949,2148269459.538299,581780442.675111,2057229313.357166,356802135.3128528,730912054.8480535,32169237.560058244,forecast
DEU,IND,2025,14921872804.931196,7727910584.259738,22649783389.190933,687535690.4266533,2586984091.578928,4215471206.0792165,1434641819.4827125,3343889251.945341,993923006.0406529,1506076684.1256297,153351055.25206178,299806034.92424494,1231343707.498625,2187382829.197545,511686410.09103096,2314822934.748035,416541196.12958705,750145734.2631012,16181737.407569287,forecast
DEU,IND,2026,15911777226.415873,8040408994.844311,23952186221.260185,672004187.5948268,2665883164.0938487,4666375362.50287,1440156656.7974718,3477260701.5402474,1257503608.006836,1644326444.5725963,88267101.30717671,277177090.0628039,1230223303.7595394,2220058565.8794756,443960143.1334041,2602314859.293914,489091471.50166863,769579347.1574641,8004214.05604051,forecast
DEU,JPN,2024,16292654563.983397,14325058596.737074,30617713160.72047,376457803.03170854,2325633839.4421163,2940089437.9021754,497449532.31348747,3961813254.428295,2570268102.668901,3181468735.574304,439473858.62240756,407969234.38351864,2106873205.3993568,2401557588.6056786,397454898.5805446,4021841603.8596635,1796547582.7038789,2359439419.4435835,833375063.7608504,forecast
DEU,JPN,2025,16178656433.223915,14137273484.978935,30315929918.20285,350084194.7213057,2290352461.4093633,2903639700.954474,554536612.3370954,3795670445.7663474,2620335395.680993,3228495620.87652,435542001.4778154,389059185.3449253,2105698395.7203505,2444491746.4305024,438907062.0378592,4007563461.0640388,1851141094.5358565,2143545206.4043307,756867333.4410733,forecast
DEU,JPN,2026,16048677940.570383,13947080180.213575,29995758120.78396,324167911.0569966,2247935848.4554696,2862768973.397187,615477324.4815608,3629672203.508428,2671828134.1073666,3272729327.7572465,424098217.8061279,370014105.6682518,2095819476.4641113,2479794502.7981033,481431929.690289,3990034600.888875,1907458185.040759,1940760401.0381305,681766978.6250532,forecast
DEU,KOR,2024,15857397218.063118,7478901339.017028,23336298557.080147,460014091.94147044,2173617453.025095,2556876901.9848976,375370653.2588361,6297556189.589526,1958330738.299362,1676374141.438586,359257048.5253452,275270722.1698421,896250921.9759083,1185979637.8325584,121545953.5151136,3248758410.857954,836781494.6203631,901947555.3839557,12366642.661331756,forecast
DEU,KOR,2025,15119546408.125439,7219605193.543061,22339151601.6685,432856173.17873424,2216699476.5348625,2542616016.557154,405965627.88482994,5709028466.3354225,1957908498.7889915,1530987493.1171532,323484655.72829145,249537024.86837703,878057498.8611244,1135042076.8396456,97432343.20088835,3229774100.661287,818236649.8165298,804797129.7562906,6728369.538918556,forecast
DEU,KOR,2026,14369426261.275642,6967833371.330912,21337259632.606552,400975422.331683,2256643732.664593,2517437793.1695466,432541086.5496838,5147648455.330813,1958464340.8919616,1374175369.301574,281540061.0357857,223835798.09297767,851563237.576064,1086393619.037549,76977216.63504615,3206651269.851063,802288337.91155,716397121.8429756,3726770.383686432,forecast
DEU,MYS,2024,5395966517.778749,4975452567.857369,10371419085.63612,239858476.3715626,468447450.5333479,1012248224.9926795,72589110.04980786,559954046.5360184,2425280789.2219305,535453697.9229222,82134722.15048064,235784273.03289306,413902440.3070177,830784978.0693161,49976253.711086474,827330854.9506848,1918416882.761808,694934822.2425973,4322062.781965856,forecast
DEU,MYS,2025,5716565524.343986,4967076020.50007,10683641544.844055,246914485.27650255,502376337.0228152,1030570215.9319904,73860123.00931218,653133232.9073155,2580517415.342628,554561795.490898,74631919.36252315,245815721.13141295,427085889.3840277,755589259.1258036,37641752.26932457,935670375.2802261,1877651905.6331987,686038924.3602719,1582193.315804148,forecast
DEU,MYS,2026,6046833849.832426,4987521019.71681,11034354869.549236,250409494.48813236,534529804.34531003,1045579038.2670616,73468625.0225407,759212055.478503,2745943718.9903708,571182580.9188733,66508532.32163436,254494998.73842484,439279420.85264444,688176282.2447611,27152587.449619647,1057911178.4914836,1844334160.3659124,675594654.2482074,577737.3257576891,forecast
DEU,NLD,2024,97458674089.52913,178991234797.08838,276449908886.6175,14721271390.87161,22934660098.133087,15773487767.562485,2812980812.465726,15145200278.906027,6285031071.888664,12807336432.706738,6978706236.994779,28896506817.1718,41882319802.4991,30511885553.461098,7851775729.940754,23220069923.700985,15300574551.709259,20071099916.224934,11257002502.380472,forecast
DEU,NLD,2025,103201802558.78546,188535346541.7757,291737149100.56116,14584387565.857964,27925933851.21143,16056157688.237572,2762104834.130274,17213361193.757908,6311798950.360211,12573426510.2692,5774631964.9609,29685379050.732506,48791535060.59844,31417830217.62653,7892943308.458031,25298970910.777897,15225446510.314493,21785144588.132862,8438096895.13494,forecast
DEU,NLD,2026,109642021374.71481,199540207520.2335,309182228894.9483,14338826210.726313,33390293074.461292,16337341820.795938,2693986822.282628,19425089811.3453,6359890897.76563,12299161492.412947,4797431244.924753,30353586942.141903,56382014108.19318,32314986727.502647,7845372871.362619,27404632346.400986,15266576546.788374,23644791037.819366,6328246940.024428,forecast
DEU,PHL,2024,1478656151.3308837,1866014312.7563794,3344670464.087263,88677155.21555193,68660328.18085863,253686293.5283949,19614128.69031259,70489741.57334864,760014488.2427096,146844563.3092658,70669452.59044164,143562292.9263696,113678541.90055715,387355395.3640766,7320605.201178068,163657202.3801815,827079270.1639738,181617407.46606502,41743597.35397779,forecast
