NTM_CODE,NTM_DESCRIPTION,COUNTRY_IMPOSING,IMPLEMENTATION_DATE,COUNTRY_AFFECTED,IS_UNILATERAL,REPEAL_DATE
A82,Testing requirement,Brazil,2023-03-16T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 16 Mar 2023]",False,9999-12-31T00:00:00
A86,Quarantine requirement,Brazil,2023-03-16T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 16 Mar 2023]",False,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2023-03-16T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 16 Mar 2023]",False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A62,Animal-raising or -catching processes,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A59,Treatments to eliminate plants and animal pests or disease-causing organisms in the final product n.e.s. or prohibition of treatment,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A42,Hygienic practices during production related to SPS,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A64,Storage and transport conditions,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Brazil,2023-03-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Mar 2023]",False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-03-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Mar 2023]",False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-03-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Mar 2023]",False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-03-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Mar 2023]",False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2023-03-16T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 16 Mar 2023]",False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-03-01T00:00:00,Mexico [Valid From: 01 Mar 2023],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-03-01T00:00:00,Mexico [Valid From: 01 Mar 2023],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-03-01T00:00:00,Mexico [Valid From: 01 Mar 2023],False,9999-12-31T00:00:00
B14,Authorization requirement for importing certain products,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
B82,Testing requirement,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
D11,Antidumping investigation,Brazil,2023-03-16T00:00:00,"China, Colombia, Peru [Valid From: 16 Mar 2023]",False,9999-12-31T00:00:00
B15,Authorization requirement for importers,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
B83,Certification requirement,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
C4,"Import-monitoring, surveillance and automatic licensing measures",Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
E231,Global allocation,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
E123,Licensing for the protection of environment,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
E323,Prohibition for the protection of environment,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
P31,Export prohibition,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A63,Food and feed processing,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-01-02T00:00:00,South Africa [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
B6,Product identity requirement,Brazil,2023-02-09T00:00:00,World [Valid From: 09 Feb 2023],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2023-02-09T00:00:00,World [Valid From: 09 Feb 2023],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2023-02-09T00:00:00,World [Valid From: 09 Feb 2023],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2023-02-09T00:00:00,World [Valid From: 09 Feb 2023],True,9999-12-31T00:00:00
B33,Packaging requirements,Brazil,2023-03-01T00:00:00,World [Valid From: 01 Mar 2023],True,9999-12-31T00:00:00
D11,Antidumping investigation,Brazil,2023-02-23T00:00:00,"Mexico, Türkiye, United Arab Emirates [Valid From: 23 Feb 2023]",False,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A86,Quarantine requirement,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-01-02T00:00:00,Russia [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A53,Fumigation,Brazil,2023-01-02T00:00:00,Russia [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A64,Storage and transport conditions,Brazil,2023-01-02T00:00:00,Russia [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-01-02T00:00:00,Russia [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-01-02T00:00:00,Russia [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A22,Restricted use of certain substances in foods and feeds and their contact materials,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2023-01-02T00:00:00,World [Valid From: 02 Jan 2023],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-01-02T00:00:00,Argentina [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-01-02T00:00:00,Argentina [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2023-01-02T00:00:00,Argentina [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
B33,Packaging requirements,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B21,Tolerance limits for residues of or contamination by certain substances,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B22,Restricted use of certain substances,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2023-01-02T00:00:00,South Africa [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2023-01-02T00:00:00,South Africa [Valid From: 02 Jan 2023],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-12-01T00:00:00,Costa Rica [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-12-01T00:00:00,Costa Rica [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-12-01T00:00:00,Costa Rica [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
D22,Countervailing duty,Brazil,2022-12-21T00:00:00,China [Valid From: 21 Dec 2022 - Valid Till: 21 Dec 2027],False,2027-12-21T00:00:00
D12,Antidumping duty,Brazil,2022-12-21T00:00:00,"Russia, South Africa [Valid From: 21 Dec 2022 - Valid Till: 21 Dec 2027]",False,2027-12-21T00:00:00
B6,Product identity requirement,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B82,Testing requirement,Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
B49,"Production or post-production requirements, n.e.s.",Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
P14,"Product quality, safety, or performance requirement",Brazil,2022-12-27T00:00:00,World [Valid From: 27 Dec 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-12-01T00:00:00,Ethiopia [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-12-01T00:00:00,Ethiopia [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-12-01T00:00:00,Ethiopia [Valid From: 01 Dec 2022],False,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-12-01T00:00:00,World [Valid From: 01 Dec 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-12-01T00:00:00,World [Valid From: 01 Dec 2022],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-12-01T00:00:00,World [Valid From: 01 Dec 2022],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-12-01T00:00:00,World [Valid From: 01 Dec 2022],True,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Brazil,2022-11-22T00:00:00,World [Valid From: 22 Nov 2022],True,9999-12-31T00:00:00
D12,Antidumping duty,Brazil,2022-11-25T00:00:00,"China, India [Valid From: 25 Nov 2022 - Valid Till: 25 Nov 2027]",False,2027-11-25T00:00:00
D22,Countervailing duty,Brazil,2022-12-02T00:00:00,Indonesia [Valid From: 02 Dec 2022],False,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-11-01T00:00:00,World [Valid From: 01 Nov 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-11-01T00:00:00,Chile [Valid From: 01 Nov 2022],False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-11-01T00:00:00,Chile [Valid From: 01 Nov 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-11-01T00:00:00,Chile [Valid From: 01 Nov 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-11-01T00:00:00,Chile [Valid From: 01 Nov 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-21T00:00:00,Costa Rica [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-10-21T00:00:00,Costa Rica [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-21T00:00:00,Costa Rica [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-21T00:00:00,South Korea [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-21T00:00:00,South Korea [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-10-21T00:00:00,South Korea [Valid From: 21 Oct 2022],False,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
A86,Quarantine requirement,Brazil,2022-10-24T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 24 Oct 2022]",False,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-11-22T00:00:00,World [Valid From: 22 Nov 2022],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-11-22T00:00:00,World [Valid From: 22 Nov 2022],True,9999-12-31T00:00:00
A53,Fumigation,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A53,Fumigation,Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-10-01T00:00:00,World [Valid From: 01 Oct 2022],True,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-10-01T00:00:00,Argentina [Valid From: 01 Oct 2022],False,9999-12-31T00:00:00
A53,Fumigation,Brazil,2022-10-01T00:00:00,Argentina [Valid From: 01 Oct 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-10-01T00:00:00,Argentina [Valid From: 01 Oct 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-10-01T00:00:00,Argentina [Valid From: 01 Oct 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-10-01T00:00:00,Argentina [Valid From: 01 Oct 2022],False,9999-12-31T00:00:00
D12,Antidumping duty,Brazil,2022-09-16T00:00:00,Bangladesh [Valid From: 16 Sep 2022],False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-09-19T00:00:00,India [Valid From: 19 Sep 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-09-19T00:00:00,India [Valid From: 19 Sep 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-09-19T00:00:00,India [Valid From: 19 Sep 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-09-19T00:00:00,India [Valid From: 19 Sep 2022],False,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B6,Product identity requirement,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B22,Restricted use of certain substances,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A21,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A14,Authorization requirement for SPS reasons for importing certain products,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A21,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
B41,TBT regulations on production processes,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-08-02T00:00:00,Chile [Valid From: 02 Aug 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-08-02T00:00:00,Chile [Valid From: 02 Aug 2022],False,9999-12-31T00:00:00
A42,Hygienic practices during production related to SPS,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
D12,Antidumping duty,Brazil,2022-08-22T00:00:00,France [Valid From: 22 Aug 2022 - Valid Till: 22 Aug 2027],False,2027-08-22T00:00:00
D12,Antidumping duty,Brazil,2022-08-22T00:00:00,"China, India [Valid From: 22 Aug 2022 - Valid Till: 22 Aug 2027]",False,2027-08-22T00:00:00
A83,Certification requirement,Brazil,2022-08-25T00:00:00,Ukraine [Valid From: 25 Aug 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-08-25T00:00:00,Ukraine [Valid From: 25 Aug 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-08-25T00:00:00,Ukraine [Valid From: 25 Aug 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A53,Fumigation,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A86,Quarantine requirement,Brazil,2022-09-01T00:00:00,"Argentina, Brazil, Paraguay, Uruguay [Valid From: 01 Sep 2022]",False,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A41,Microbiological criteria of the final product,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A31,Labelling requirements,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A22,Restricted use of certain substances in foods and feeds and their contact materials,Brazil,2022-09-01T00:00:00,World [Valid From: 01 Sep 2022],True,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-08-01T00:00:00,China [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-08-01T00:00:00,China [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-07-27T00:00:00,Denmark [Valid From: 27 Jul 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-07-27T00:00:00,Denmark [Valid From: 27 Jul 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-07-27T00:00:00,Denmark [Valid From: 27 Jul 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-08-02T00:00:00,Chile [Valid From: 02 Aug 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-08-01T00:00:00,Spain [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A49,"Hygienic requirements, n.e.s.",Brazil,2022-08-01T00:00:00,Spain [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A84,Inspection requirement,Brazil,2022-08-01T00:00:00,Spain [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A82,Testing requirement,Brazil,2022-08-01T00:00:00,Spain [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
B22,Restricted use of certain substances,Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
B7,"Product-quality, safety or -performance requirement",Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
B31,Labelling requirements,Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
B33,Packaging requirements,Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
B82,Testing requirement,Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
B81,Product registration/approval requirement,Brazil,2022-08-01T00:00:00,World [Valid From: 01 Aug 2022],True,9999-12-31T00:00:00
D11,Antidumping investigation,Brazil,2022-07-07T00:00:00,China [Valid From: 07 Jul 2022],False,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-08-01T00:00:00,China [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A81,Product registration/approval requirement,Brazil,2022-08-01T00:00:00,China [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A83,Certification requirement,Brazil,2022-08-01T00:00:00,China [Valid From: 01 Aug 2022],False,9999-12-31T00:00:00
A21,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Brazil,2022-06-01T00:00:00,World [Valid From: 01 Jun 2022],True,9999-12-31T00:00:00
A33,Packaging requirements,Brazil,2022-06-01T00:00:00,World [Valid From: 01 Jun 2022],True,9999-12-31T00:00:00
