iso3a,iso3b,year,exportsallgoodatob_alldata,importsallgoodafromb_alldata,totaltradeawithb,totaltradeabgdpb,fbic,bandwidth,dependence,norm_lor_avg,tradeagreementindex,norm_allianceindex,securitybandwidth,securitydependence,maritime_connectivity
FRA,USA,2023,35516444672.0,33860438016.0,68619661312.0,0.33521014,0.12751742,0.55899781,0.13276272,1.0,0,2.9699261,1.0715448,0.30548188,0.5
FRA,VNM,1999,441335392.0,479163616.0,920499008.0,1.120796,0.044572085,0.14455867,0.17944673,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2000,347728672.0,501316000.0,849044672.0,0.96808636,0.041040398,0.14476426,0.16499354,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2001,511411200.0,593688192.0,1105099392.0,1.1865593,0.041013248,0.14622492,0.16323735,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2002,425346336.0,547374976.0,972721344.0,0.98232841,0.040124219,0.14640035,0.15950753,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2003,541626432.0,605241984.0,1146868480.0,1.0834557,0.042674981,0.14787991,0.16795033,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2004,526296768.0,660569024.0,1186865792.0,1.0426615,0.040186066,0.14279726,0.16378433,0.5,0,0.0,0.0,0.0,0.4
FRA,VNM,2005,447014816.0,750835008.0,1197849856.0,0.97845858,0.039563157,0.14415376,0.15972823,1.0,0,0.0,0.0,0.0,0.4
FRA,VNM,2006,450402624.0,892864000.0,1343266688.0,1.0256749,0.040039811,0.14741705,0.15807422,1.0,0,0.18332878,0.0079442468,0.0,0.4
FRA,VNM,2007,677335424.0,955152000.0,1632487424.0,1.163558,0.043051671,0.15757787,0.15900527,1.0,0,0.18332878,0.015888494,0.0,0.4
FRA,VNM,2008,597259072.0,1009632000.0,1606891008.0,1.0839417,0.044529215,0.16167119,0.16029838,1.0,0,0.18332878,0.02383274,0.0,0.4
FRA,VNM,2009,787846592.0,849030016.0,1636876544.0,1.0476204,0.043123189,0.16306283,0.15391205,1.0,0,0.18332878,0.02383274,0.0,0.4
FRA,VNM,2010,936541056.0,1128002560.0,2064543616.0,1.2415786,0.044394989,0.16444117,0.15712313,1.0,0,0.18332878,0.02383274,0.0,0.4
FRA,VNM,2011,1068724928.0,1658880000.0,2727604992.0,1.5415242,0.059207454,0.19901061,0.17314777,1.0,0,0.18332878,0.12326147,0.039775141,0.4
FRA,VNM,2012,777701760.0,2120324736.0,2898026496.0,1.5524532,0.07252641,0.23264703,0.18143263,1.0,0,0.18332878,0.21916001,0.061799865,0.4
FRA,VNM,2013,909227904.0,2140242048.0,3049469952.0,1.5476859,0.081916787,0.26398304,0.18059827,1.0,0,0.18332878,0.3111425,0.078519709,0.4
FRA,VNM,2014,956483968.0,2278775552.0,3235259392.0,1.5429209,0.075704545,0.26138932,0.16855858,1.0,0,0.18332878,0.2992996,0.060076732,0.4
FRA,VNM,2015,1495674240.0,2828868096.0,4324542464.0,1.9276686,0.074697278,0.25907132,0.16780394,1.0,0,0.18332878,0.28597483,0.047319014,0.4
FRA,VNM,2016,1536780800.0,2843386368.0,4380167168.0,1.830029,0.069789432,0.25611961,0.15858553,1.0,0,0.18332878,0.27073795,0.03456939,0.4
FRA,VNM,2017,1682195200.0,3103052288.0,4785247232.0,1.8695282,0.065822005,0.25259352,0.1516581,1.0,0,0.18332878,0.25293508,0.026759511,0.4
FRA,VNM,2018,1312851200.0,3388295424.0,4701146624.0,1.7133156,0.065437824,0.24732283,0.15398605,1.0,0,0.18332878,0.23149583,0.020636175,0.4
FRA,VNM,2019,1595080064.0,3310738688.0,4905818624.0,1.6685985,0.070239447,0.24075387,0.16979486,1.0,0,0.18332878,0.20446457,0.015818344,0.4
FRA,VNM,2020,959491264.0,2870126080.0,3829617408.0,1.2653549,0.073223047,0.25281397,0.16856347,1.0,8,0.18332878,0.16754104,0.011448217,0.4
FRA,VNM,2021,1219867008.0,2665561856.0,3885428992.0,1.2324313,0.073664889,0.2564733,0.16716105,1.0,8,0.18332878,0.10640651,0.0063247429,0.4
FRA,VNM,2022,940396096.0,2843906048.0,3784302336.0,1.1112372,0.069617912,0.26285866,0.15414003,1.0,8,0.18332878,0.056692146,0.0023922299,0.4
FRA,VNM,2023,964278656.0,2340886272.0,3269071104.0,0.92154408,0.064506367,0.25105342,0.14953855,1.0,8,0.18332878,0.02383274,0.0,0.4
DEU,AUS,1999,4726706176.0,1099649280.0,5826355712.0,0.73996747,0.13115299,0.37209558,0.2051353,1.0,0,0.0,0.6289326,0.43310124,0.3
DEU,AUS,2000,4076179456.0,994143168.0,5070322688.0,0.61970317,0.1316541,0.37706047,0.20320766,1.0,0,0.0,0.64472079,0.44183338,0.3
DEU,AUS,2001,4130300416.0,960589952.0,5090890752.0,0.6097877,0.12743433,0.37882236,0.19577965,1.0,0,0.0,0.65190274,0.42932031,0.3
DEU,AUS,2002,4691479040.0,1100342144.0,5791820800.0,0.66696972,0.1314313,0.38600263,0.19816422,1.0,0,0.0,0.67318976,0.44575366,0.3
DEU,AUS,2003,5814780928.0,1015561408.0,6830342656.0,0.76283646,0.14296618,0.39821532,0.20894504,1.0,0,0.0,0.70598805,0.47431248,0.3
DEU,AUS,2004,6897695744.0,1172422656.0,8070118400.0,0.86492479,0.15403266,0.40782088,0.21981642,1.0,0,0.0,0.7273981,0.50109601,0.3
DEU,AUS,2005,7123979776.0,1214547456.0,8338527232.0,0.8663125,0.16162145,0.41444027,0.22696233,1.0,0,0.0,0.74233168,0.52208716,0.3
DEU,AUS,2006,7623862272.0,1194023424.0,8817886208.0,0.89179808,0.16607527,0.41882107,0.23077735,1.0,0,0.0,0.75289315,0.53740323,0.3
DEU,AUS,2007,8579831296.0,1281141504.0,9860972544.0,0.96107239,0.16542016,0.41936329,0.22956981,1.0,0,0.0,0.75292885,0.53401721,0.3
DEU,AUS,2008,10045863936.0,1756061184.0,11801925632.0,1.1105204,0.16342053,0.41761786,0.22774261,1.0,0,0.0,0.7440182,0.5176307,0.3
DEU,AUS,2009,9225886720.0,1316661120.0,10542546944.0,0.97383618,0.1571665,0.41266,0.22165845,1.0,0,0.0,0.72634548,0.48676354,0.3
DEU,AUS,2010,10671319040.0,1779057280.0,12450376704.0,1.125615,0.15046014,0.40817678,0.21453092,1.0,0,0.0,0.70787776,0.45056742,0.3
DEU,AUS,2011,11588124672.0,2388944384.0,13977068544.0,1.2331778,0.14079286,0.40309194,0.20327935,1.0,0,0.0,0.68622535,0.40197539,0.3
DEU,AUS,2012,11741658112.0,2015054592.0,13756712960.0,1.1679841,0.12998123,0.39709297,0.19050448,1.0,0,0.0,0.66018039,0.34708568,0.3
DEU,AUS,2013,11062920192.0,1805652864.0,12868573184.0,1.0648909,0.11787523,0.38748419,0.17704567,1.0,0,0.0,0.62666774,0.29805031,0.3
DEU,AUS,2014,9936719872.0,1449020928.0,11385740288.0,0.91864097,0.10430084,0.37460786,0.16204202,1.0,0,0.0,0.58687228,0.25318241,0.3
DEU,AUS,2015,8974290944.0,1336834944.0,10311126016.0,0.81425178,0.090661295,0.36014137,0.14650945,1.0,0,0.0,0.54245174,0.20591106,0.3
DEU,AUS,2016,9440829440.0,3035737088.0,12476566528.0,0.95895928,0.081929177,0.3490127,0.13661994,1.0,0,0.0,0.50452709,0.15971929,0.3
DEU,AUS,2017,9989939200.0,1665910144.0,11655848960.0,0.87576956,0.075666912,0.3419719,0.12877522,1.0,0,0.0,0.47934535,0.12598734,0.3
DEU,AUS,2018,10731890688.0,1808826752.0,12540717056.0,0.91595852,0.074949354,0.34209755,0.12750719,1.0,0,0.0,0.47395888,0.11452217,0.3
DEU,AUS,2019,9203192832.0,1835458816.0,11038651392.0,0.78956246,0.072400466,0.34482694,0.12219598,1.0,0,0.0,0.48089585,0.11404941,0.3
DEU,AUS,2020,8466757120.0,2256594944.0,10723352576.0,0.76704091,0.073023185,0.34976423,0.12150723,1.0,0,0.0,0.49316126,0.11976948,0.3
DEU,AUS,2021,9772646400.0,2219248384.0,11991894016.0,0.82913989,0.073376805,0.35428584,0.12053737,1.0,0,0.0,0.50618631,0.12823339,0.3
DEU,AUS,2022,9552482304.0,2786879232.0,12339361792.0,0.82337463,0.07553757,0.35902199,0.12244997,1.0,0,0.0,0.51926786,0.13932812,0.3
DEU,AUS,2023,9435426816.0,1723195008.0,11036637184.0,0.71850508,0.075626731,0.35983658,0.12231698,1.0,0,0.0,0.52388656,0.14775664,0.3
DEU,CHN,1999,9965903872.0,10500414464.0,20466319360.0,0.85484952,0.12611732,0.32941446,0.22281724,1.0,0,0.0,0.44794688,0.1133704,0.5
DEU,CHN,2000,11346951168.0,12154776576.0,23501727744.0,0.90481466,0.12214206,0.33140874,0.21449541,1.0,0,0.0,0.44794688,0.10410082,0.5
DEU,CHN,2001,13769184256.0,12394393600.0,26163576832.0,0.9297905,0.1193501,0.33312306,0.20851381,1.0,0,0.0,0.44618571,0.088101648,0.5
DEU,CHN,2002,17291913216.0,14227460096.0,31519373312.0,1.0263777,0.11629405,0.33337367,0.20302191,1.0,0,0.0,0.43855733,0.070812449,0.5
DEU,CHN,2003,25244323840.0,21284734976.0,46529056768.0,1.3769265,0.11791909,0.33483973,0.20495753,1.0,0,0.0,0.43063956,0.058656257,0.5
DEU,CHN,2004,31019651072.0,28267589632.0,59287240704.0,1.5933348,0.12342828,0.3383261,0.21232243,1.0,0,0.0,0.42891395,0.05173656,0.5
DEU,CHN,2005,30191505408.0,37417570304.0,67609079808.0,1.6311225,0.12958911,0.3432712,0.21970901,1.0,0,0.0,0.43398371,0.048933927,0.5
DEU,CHN,2006,38241038336.0,45138509824.0,83379544064.0,1.7845833,0.13568945,0.34834132,0.2267033,1.0,0,0.0,0.44167519,0.04776049,0.5
DEU,CHN,2007,44297814016.0,52626915328.0,96924729344.0,1.8160512,0.13912962,0.3515133,0.23035339,1.0,0,0.0,0.44527632,0.047392454,0.5
DEU,CHN,2008,52091138048.0,61559427072.0,113650565120.0,1.9420218,0.14517492,0.3526403,0.23959425,1.0,0,0.0,0.44099477,0.046127997,0.5
DEU,CHN,2009,54838784000.0,52440473600.0,107279261696.0,1.6756608,0.14625762,0.35067335,0.24273503,1.0,0,0.0,0.43120384,0.044563234,0.5
DEU,CHN,2010,73183666176.0,70110838784.0,143294496768.0,2.0230362,0.1493994,0.34837765,0.24958317,1.0,0,0.0,0.41686264,0.042316355,0.5
DEU,CHN,2011,90080206848.0,76433383424.0,166513590272.0,2.1458931,0.15307115,0.34645998,0.2571325,1.0,0,0.0,0.40212667,0.041019872,0.5
DEU,CHN,2012,83934814208.0,67792252928.0,151727063040.0,1.8127837,0.15404147,0.34416482,0.26048809,1.0,0,0.0,0.38706043,0.039347451,0.5
DEU,CHN,2013,86512820224.0,65328533504.0,151841357824.0,1.6834136,0.15339783,0.34289572,0.26035976,1.0,0,0.0,0.38033426,0.039925255,0.5
DEU,CHN,2014,94454898688.0,69094375424.0,163549282304.0,1.6878787,0.15281132,0.34287041,0.25938344,1.0,0,0.0,0.37964174,0.042510621,0.5
DEU,CHN,2015,75743928320.0,65743486976.0,141487407104.0,1.364133,0.15492226,0.34584984,0.26070115,1.0,0,0.0,0.38862899,0.049102608,0.5
DEU,CHN,2016,79946383360.0,62081470464.0,142027849728.0,1.2815807,0.15617615,0.34762907,0.26146609,1.0,0,0.0,0.39233536,0.053839713,0.5
DEU,CHN,2017,90809458688.0,65746718720.0,156556181504.0,1.3209097,0.15526783,0.3496919,0.25841197,1.0,0,0.0,0.39665899,0.058019608,0.5
DEU,CHN,2018,99492855808.0,70339158016.0,169832022016.0,1.3423169,0.15803573,0.35465488,0.25933793,1.0,0,0.0,0.40518728,0.063036039,0.5
DEU,CHN,2019,94813945856.0,70141362176.0,164955308032.0,1.2305506,0.16170159,0.36161998,0.26024273,1.0,0,0.0,0.42037067,0.070173442,0.5
DEU,CHN,2020,96024510464.0,75687919616.0,171712430080.0,1.2528965,0.16671236,0.36951676,0.26257318,1.0,0,0.0,0.43761092,0.079455033,0.5
DEU,CHN,2021,102683746304.0,95671779328.0,198355533824.0,1.3188672,0.17272443,0.37722921,0.26648033,1.0,0,0.0,0.45710796,0.09391664,0.5
DEU,CHN,2022,86775955456.0,89483247616.0,176259203072.0,1.1379141,0.17579682,0.38251212,0.26747459,1.0,0,0.0,0.47254729,0.10759262,0.5
DEU,CHN,2023,78748434432.0,75637907456.0,152698355712.0,0.94583535,0.1742426,0.38300338,0.26476982,1.0,0,0.0,0.47887969,0.11655082,0.5
DEU,FRA,1999,83073351680.0,68678635520.0,151751983104.0,8.2185421,0.3519378,0.77114552,0.26561114,1.0,49,2.9699261,0.3860904,0.0,0.5
DEU,FRA,2000,81383874560.0,66619731968.0,148003602432.0,7.7128944,0.35120654,0.77321619,0.26434943,1.0,49,2.9699261,0.3860904,0.0,0.5
DEU,FRA,2001,79188295680.0,61124603904.0,140312903680.0,7.1698689,0.34659165,0.77419484,0.26054609,1.0,49,2.9699261,0.3860904,0.0,0.5
DEU,FRA,2002,81125900288.0,62133891072.0,143259795456.0,7.2382588,0.37322748,0.80904669,0.26848298,1.0,49,2.9699261,0.49527103,0.045421414,0.5
DEU,FRA,2003,95270576128.0,73341476864.0,168612052992.0,8.4496584,0.40660754,0.84901708,0.27872488,1.0,49,2.9699261,0.61955696,0.078582309,0.5
DEU,FRA,2004,110015963136.0,80841973760.0,190857936896.0,9.3012724,0.44648001,0.89549917,0.2901707,1.0,49,2.9699261,0.76240742,0.102692,0.5
DEU,FRA,2005,112217571328.0,78343413760.0,190560976896.0,9.1348581,0.46052435,0.91050136,0.29436675,1.0,49,2.9699261,0.80703926,0.10205761,0.5
DEU,FRA,2006,118920634368.0,86309027840.0,205229654016.0,9.6028309,0.47350284,0.92278397,0.29863402,1.0,49,2.9699261,0.84475446,0.11017697,0.5
DEU,FRA,2007,135651819520.0,92378693632.0,228030513152.0,10.417095,0.49498233,0.93127751,0.30933374,1.0,49,2.9699261,0.8709873,0.14402725,0.5
DEU,FRA,2008,143464497152.0,100798889984.0,244263387136.0,11.130293,0.51855397,0.93531346,0.32266623,1.0,49,2.9699261,0.88214266,0.18100759,0.5
DEU,FRA,2009,118919888896.0,81089626112.0,200009515008.0,9.3834019,0.52779466,0.9347809,0.32860327,1.0,49,2.9699261,0.88037729,0.20514454,0.5
DEU,FRA,2010,122386423808.0,87120617472.0,209507041280.0,9.6410122,0.52216858,0.93041271,0.32662681,1.0,49,2.9699261,0.86500788,0.20353101,0.5
DEU,FRA,2011,141144588288.0,98303082496.0,239447670784.0,10.782416,0.51277173,0.92601162,0.32227331,1.0,49,2.9699261,0.84577644,0.18740118,0.5
DEU,FRA,2012,129078034432.0,91023163392.0,220101197824.0,9.8802834,0.51156843,0.92212194,0.32287329,1.0,49,2.9699261,0.82703006,0.18610972,0.5
DEU,FRA,2013,127878111232.0,91714813952.0,219592933376.0,9.8009911,0.51240212,0.92214346,0.32339188,1.0,49,2.9699261,0.82268262,0.18654871,0.5
DEU,FRA,2014,126984224768.0,90744209408.0,217728434176.0,9.6257257,0.51189166,0.9251411,0.32202294,1.0,49,2.9699261,0.83215767,0.1904937,0.5
DEU,FRA,2015,108339003392.0,76166594560.0,184505597952.0,8.0671616,0.51192635,0.93117142,0.31995919,1.0,49,2.9699261,0.8540141,0.19864939,0.5
DEU,FRA,2016,105176219648.0,75196407808.0,180372619264.0,7.8009996,0.51781732,0.93397939,0.32266808,1.0,49,2.9699261,0.86500651,0.22924858,0.5
DEU,FRA,2017,109748068352.0,72236474368.0,181984542720.0,7.6944165,0.52166957,0.93461061,0.32484901,1.0,49,2.9699261,0.86773837,0.26144052,0.5
DEU,FRA,2018,112104103936.0,76061622272.0,188165734400.0,7.810081,0.52241069,0.93400866,0.32552016,1.0,49,2.9699261,0.86081338,0.27093467,0.5
DEU,FRA,2019,104985542656.0,69737799680.0,174723334144.0,7.1209116,0.51865482,0.93472791,0.32293114,1.0,49,2.9699261,0.8586598,0.2726416,0.5
DEU,FRA,2020,90367287296.0,61833105408.0,152200396800.0,6.7317595,0.50590712,0.93338734,0.31544644,1.0,49,2.9699261,0.85255724,0.25523925,0.5
DEU,FRA,2021,100884832256.0,69290688512.0,170175528960.0,6.9582138,0.49795467,0.93393552,0.31030563,1.0,49,2.9699261,0.85486025,0.24717715,0.5
DEU,FRA,2022,93981294592.0,65091174400.0,159072468992.0,6.3417463,0.48871782,0.93327427,0.30476537,1.0,49,2.9699261,0.85486025,0.23959687,0.5
DEU,FRA,2023,97260953600.0,64697503744.0,160133922816.0,6.4113345,0.48905998,0.93454546,0.30456391,1.0,49,2.9699261,0.86029911,0.24618727,0.5
DEU,HKG,1999,4744894976.0,9181694976.0,13926590464.0,8.9080515,0.051345516,0.13809085,0.21639855,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2000,5004966912.0,10075069440.0,15080036352.0,8.9592285,0.050456312,0.1378759,0.21298248,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2001,4811405824.0,8412707840.0,13224114176.0,7.812819,0.049285498,0.13774878,0.20823231,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2002,5032216576.0,7838075392.0,12870291456.0,7.479845,0.04790796,0.13743345,0.20287658,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2003,5475778560.0,8814246912.0,14290025472.0,8.0586796,0.046909828,0.13715109,0.19905876,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2004,5978803200.0,9617844224.0,15596647424.0,8.091527,0.046900555,0.13778557,0.19810298,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2005,5784084480.0,10761956352.0,16546040832.0,7.9935269,0.047340997,0.1388545,0.19842398,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2006,6628589056.0,10920693760.0,17549281280.0,7.9211345,0.047264419,0.13968305,0.19692793,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2007,6773075968.0,11240768512.0,18013843456.0,7.6371017,0.046945702,0.14022402,0.19484539,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2008,6789828096.0,12558034944.0,19347863552.0,8.0317574,0.047086444,0.14075638,0.19469039,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2009,5973545472.0,10755087360.0,16728633344.0,7.1195388,0.04641179,0.14035964,0.19244331,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2010,7556764672.0,10701852672.0,18258616320.0,7.2781296,0.045962315,0.14032254,0.19062997,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2011,8157058560.0,11469864960.0,19626924032.0,7.4641705,0.045218721,0.14043525,0.18739538,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2012,7425353728.0,9849624576.0,17274978304.0,6.4598861,0.044146936,0.14068179,0.18263307,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2013,7203133952.0,9241008128.0,16444142592.0,5.9642086,0.042405751,0.14028302,0.17592858,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2014,7431933952.0,8899292160.0,16331226112.0,5.7640429,0.040301662,0.13944578,0.16820322,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2015,6196778496.0,8239734272.0,14436512768.0,4.976469,0.0384847,0.13861407,0.16158369,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2016,6988875264.0,8085971456.0,15074846720.0,5.0858793,0.037865251,0.13856715,0.15903667,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2017,7159707648.0,8747626496.0,15907334144.0,5.170464,0.037439335,0.13887975,0.15689386,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2018,6429650432.0,8759332864.0,15188982784.0,4.8003144,0.037544519,0.13957159,0.15655474,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2019,5806396416.0,7805252608.0,13611649024.0,4.3752379,0.036782168,0.13984874,0.15307191,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2020,5575970816.0,7055130624.0,12631101440.0,4.3421469,0.035656989,0.13951066,0.14874898,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2021,5464181248.0,7907459584.0,13371640832.0,4.2696362,0.034846511,0.13956603,0.14531025,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2022,5147921920.0,6577401856.0,11725324288.0,3.8788054,0.033907533,0.13884291,0.14213113,0.0,0,0.0,0.0,0.0,0.4
DEU,HKG,2023,4994568704.0,4877662208.0,9761892352.0,3.164237,0.03204117,0.13755797,0.13556242,0.0,0,0.0,0.0,0.0,0.4
DEU,IND,1999,2656065536.0,2385146368.0,5041211904.0,0.69739819,0.14987339,0.36641917,0.2380472,1.0,0,0.0,0.61499089,0.26283324,0.4
DEU,IND,2000,2513348096.0,2443542784.0,4956890624.0,0.66036862,0.14093198,0.36659765,0.22373638,1.0,0,0.0,0.61648655,0.26226717,0.4
DEU,IND,2001,2623435264.0,2233119744.0,4856555008.0,0.61722648,0.13042933,0.36655232,0.2070885,1.0,0,0.0,0.6173563,0.25929874,0.4
DEU,IND,2002,2856693248.0,2533874432.0,5390567936.0,0.65998918,0.1233406,0.36663547,0.19578899,1.0,0,0.0,0.61668962,0.25302535,0.4
DEU,IND,2003,3378554624.0,2970800896.0,6349355520.0,0.72072542,0.11399283,0.36187336,0.18333173,1.0,0,0.0,0.59749418,0.21923095,0.4
DEU,IND,2004,4871139840.0,3116859648.0,7987999232.0,0.84016675,0.090282187,0.35787129,0.14682227,1.0,0,0.0,0.57643825,0.18170094,0.4
DEU,IND,2005,5917641728.0,3905576960.0,9823218688.0,0.9573403,0.087254256,0.35521254,0.14296018,1.0,0,0.0,0.5578661,0.15333468,0.4
DEU,IND,2006,8612691968.0,4346929664.0,12959622144.0,1.1687915,0.10902602,0.35364398,0.17942403,1.0,0,0.0,0.54248178,0.1365326,0.4
DEU,IND,2007,10868099072.0,5218748928.0,16086848512.0,1.3475816,0.12462106,0.35348782,0.20517939,1.0,0,0.0,0.53232962,0.12675524,0.4
DEU,IND,2008,12462547968.0,6601267200.0,19063816192.0,1.5491514,0.13243911,0.35364139,0.21795653,1.0,0,0.0,0.52423316,0.11762311,0.4
DEU,IND,2009,11880955904.0,5723657728.0,17604612096.0,1.3262937,0.13626911,0.3532632,0.2244997,1.0,0,0.0,0.51876479,0.11017812,0.4
DEU,IND,2010,12614626304.0,6177396736.0,18792024064.0,1.3048707,0.13721378,0.35474187,0.22511373,1.0,0,0.0,0.51989567,0.10713163,0.4
DEU,IND,2011,15027177472.0,8247677952.0,23274854400.0,1.5356597,0.14315383,0.35875377,0.23223263,1.0,0,0.0,0.52679586,0.10580699,0.4
DEU,IND,2012,13079621632.0,7112889344.0,20192509952.0,1.2633529,0.1387382,0.36154246,0.22333328,1.0,0,0.0,0.53085357,0.099940471,0.4
DEU,IND,2013,11728053248.0,7203998208.0,18932051968.0,1.1133943,0.13732766,0.36195433,0.22081114,1.0,0,0.0,0.53015774,0.089811221,0.4
DEU,IND,2014,11173129216.0,7358362112.0,18531491840.0,1.0146499,0.13002343,0.36006466,0.21016377,1.0,0,0.0,0.5267666,0.079680547,0.4
DEU,IND,2015,10223590400.0,6682175488.0,16905765888.0,0.85709828,0.13395381,0.36138323,0.21572664,1.0,0,0.0,0.53210378,0.078280315,0.4
DEU,IND,2016,10142176256.0,6743680512.0,16885857280.0,0.79079777,0.13030994,0.3630192,0.20891261,1.0,0,0.0,0.53687888,0.079976305,0.4
DEU,IND,2017,11087544320.0,7582208000.0,18669752320.0,0.81870657,0.12913574,0.36414006,0.2063929,1.0,0,0.0,0.5380367,0.080428779,0.4
DEU,IND,2018,13261486080.0,8075565056.0,21337051136.0,0.87895012,0.12532587,0.36318561,0.20083012,1.0,0,0.0,0.52800965,0.076581992,0.4
DEU,IND,2019,11725998080.0,7542823424.0,19268820992.0,0.76514971,0.12974003,0.36631659,0.20612665,1.0,0,0.0,0.53087276,0.080988042,0.4
DEU,IND,2020,10642722816.0,6661873664.0,17304596480.0,0.73567951,0.13720953,0.37237361,0.21444806,1.0,0,0.0,0.54444224,0.093114033,0.4
DEU,IND,2021,12222995456.0,7895433216.0,20118429696.0,0.76780522,0.14071894,0.37996456,0.21553917,1.0,0,0.0,0.56597704,0.10583867,0.4
DEU,IND,2022,12039497728.0,8053085184.0,20092581888.0,0.71663392,0.14116268,0.38234663,0.21487176,1.0,0,0.0,0.57238036,0.10996757,0.4
DEU,IND,2023,13355339776.0,7234503168.0,20169484288.0,0.6706956,0.13751848,0.38186723,0.20958751,1.0,0,0.0,0.5713914,0.11132817,0.4
DEU,IDN,1999,1480886528.0,1665698944.0,3146585344.0,0.89134139,0.238873,0.38871768,0.3576428,1.0,0,0.0,0.69896841,0.69383883,0.3
DEU,IDN,2000,1500535040.0,1890496768.0,3391031808.0,0.91554236,0.21342932,0.38182572,0.32531613,1.0,0,0.0,0.68383467,0.67147076,0.3
DEU,IDN,2001,1688036480.0,1647163648.0,3335200256.0,0.86881167,0.17499158,0.37501577,0.27157161,1.0,0,0.0,0.66573876,0.64923155,0.3
DEU,IDN,2002,1811468416.0,1587345408.0,3398813696.0,0.84726065,0.18295826,0.36889777,0.28864413,1.0,0,0.0,0.64514005,0.62868506,0.3
DEU,IDN,2003,1737136768.0,1728457088.0,3465593856.0,0.82449508,0.16985081,0.35925704,0.27515605,1.0,0,0.0,0.61367673,0.5840041,0.3
DEU,IDN,2004,2500086272.0,1968958848.0,4469045248.0,1.0122981,0.15362129,0.34927338,0.25597799,1.0,0,0.0,0.57666951,0.52586472,0.3
DEU,IDN,2005,2048533760.0,2048817536.0,4097351168.0,0.87811571,0.1380008,0.33736455,0.23806682,1.0,0,0.0,0.53495061,0.4532423,0.3
DEU,IDN,2006,2081057536.0,2268781824.0,4349839360.0,0.88362056,0.13469422,0.32604498,0.24042973,1.0,0,0.0,0.49592468,0.40818956,0.3
DEU,IDN,2007,2349145600.0,2501294336.0,4850440192.0,0.92652339,0.12525758,0.31605157,0.23065497,1.0,0,0.0,0.4638795,0.35646015,0.3
DEU,IDN,2008,2712557824.0,2563765760.0,5276323328.0,0.95070183,0.11115484,0.30823773,0.20987433,1.0,0,0.0,0.43670788,0.30057603,0.3
DEU,IDN,2009,2201422336.0,2443002624.0,4644424704.0,0.79982197,0.091207325,0.2990171,0.17752129,0.875,0,0.0,0.41149589,0.23080114,0.3
DEU,IDN,2010,2728876032.0,3074210816.0,5803086848.0,0.94080359,0.075456113,0.28955361,0.15166388,1.0,0,0.0,0.37783474,0.18491869,0.3
DEU,IDN,2011,2943651072.0,3304651520.0,6248302592.0,0.95411563,0.076545261,0.28308761,0.15736717,1.0,0,0.0,0.35227665,0.14697511,0.3
DEU,IDN,2012,4034181120.0,3013476352.0,7047657472.0,1.0149726,0.077278428,0.27876925,0.16133557,1.0,0,0.0,0.32532173,0.12075107,0.3
DEU,IDN,2013,4010129920.0,2796920064.0,6807049728.0,0.92871118,0.079881504,0.28003472,0.16601644,1.0,0,0.0,0.32516548,0.11148825,0.3
DEU,IDN,2014,3704462592.0,2680489984.0,6384952832.0,0.82958788,0.094644427,0.29736942,0.18523176,1.0,0,0.0,0.37913862,0.15362565,0.3
DEU,IDN,2015,2791329536.0,2530626304.0,5321955840.0,0.65932363,0.11684837,0.31886378,0.21327217,1.0,0,0.0,0.45025438,0.20068569,0.3
DEU,IDN,2016,2514694400.0,2480359168.0,4995053568.0,0.58917069,0.14385921,0.34348804,0.24374898,1.0,0,0.0,0.53142291,0.27232653,0.3
DEU,IDN,2017,2799366144.0,2455905536.0,5255271424.0,0.58995426,0.15283389,0.35428849,0.25106105,1.0,0,0.0,0.56628549,0.30664602,0.3
